"sp","dbh","n","cl","time","height","stem_volume","average_carbon_stock_per_cohort","total_carbon_total","total_carbon_above","total_carbon_below","ca_ind","ca_cohort","cumca","Species_Name","SP_code","k","p","a","b","c","Wood_Density","agb","carbon_above_per_tree","carbon_below_per_tree"
3,90.5,0.3544,1,0,51.3605111204517,7332.84425670576,3163.13969563814,1121.01670813416,862.320544718582,258.696163415574,163.249795677034,57.855727587941,57.855727587941,"Car_bet","HBU",1.14862444142167,0.843509305258925,0.00021491,2.258957614,0.001411006,0.706,5176.98804523427,2433.18438126011,729.955314378032
4,84.5,0.3544,1,0,39.5000965858558,8680.27592259715,2784.4155090711,986.796856414799,759.074504934461,227.722351480338,154.497482571464,54.753907823327,112.609635411268,"Ace_pla","SAH",2.66852277140583,0.607376375728583,1.89756,0.97716,-2.94253,0.525,4557.14485936351,2141.85808390085,642.557425170254
2,89.5,0.3544,1,0,40.6095000224653,9462.91891203976,3237.83233494353,1147.48777950399,882.682907310758,264.804872193227,148.918243978303,52.7766256659105,165.386261077179,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,5299.23459074227,2490.64025764887,747.19207729466
2,87.5,0.3544,1,0,40.1365067571972,8972.85024289738,3070.15043910977,1088.0613156205,836.970242785001,251.0910728355,145.429811291479,51.5403251217002,216.926586198879,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,5024.79613602253,2361.65418393059,708.496255179177
3,72.5,0.3544,1,0,42.598123940432,4805.47820735402,2072.91991239347,734.642816952247,565.109859194036,169.532957758211,137.360232430008,48.6804663731947,265.607052572073,"Car_bet","HBU",1.14862444142167,0.843509305258925,0.00021491,2.258957614,0.001411006,0.706,3392.66761439194,1594.55377876421,478.366133629263
2,82.5,0.3544,1,0,38.9307135966653,7812.7061890338,2673.19554963981,947.380502792348,728.75423291719,218.626269875157,136.08681582665,48.2291675289646,313.836220101038,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,4375.11546585893,2056.3042689537,616.891280686109
2,81.5,0.3544,1,0,38.6853695818411,7591.70248312421,2597.57692162578,920.581261024177,708.139431557059,212.441829467118,134.118863019724,47.5317250541902,361.367945155228,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,4251.35339054956,1998.13609355829,599.440828067488
3,69.5,0.3544,1,0,41.1063935805418,4433.65122983823,1912.5263964104,677.799354887845,521.384119144496,156.415235743349,132.089257864979,46.8124329873487,408.180378142577,"Car_bet","HBU",1.14862444142167,0.843509305258925,0.00021491,2.258957614,0.001411006,0.706,3130.15776826579,1471.17415108492,441.352245325476
5,77.5,0.3544,1,0,35.5859999658879,7485.41929251783,2561.2110651279,907.693201481329,698.225539601022,209.467661880307,131.613422738353,46.6437970184725,454.824175161049,"Que_rob","SEI",8.62866109840432,0.325694811647181,2.00333,0.85925,-2.86353,0.56,4191.83480380999,1970.16235779069,591.048707337208
2,79.5,1.0633,1,0,38.1902923183034,7160.59531128774,2450.06929171021,2605.15867787547,2003.96821375036,601.190464125108,130.092919954089,138.327801787183,593.151976948232,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,4009.93337432113,1884.66868593093,565.40060577928
3,66.5,0.3544,1,0,39.6045490808072,4076.08219025701,1758.28327008241,623.135590917205,479.335069936312,143.800520980893,126.570364843204,44.8565373004314,638.008514248664,"Car_bet","HBU",1.14862444142167,0.843509305258925,0.00021491,2.258957614,0.001411006,0.706,2877.71402632145,1352.52559237108,405.757677711325
2,77.5,0.7089,1,0,37.6891795371073,6743.91566055559,2307.4981824157,1635.78546151449,1258.2965088573,377.48895265719,125.956369508331,89.2904703444557,727.298984593119,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,3776.59276991113,1774.99860185823,532.499580557469
2,76.5,0.7089,1,0,37.4362878306638,6540.94586709783,2238.05003788619,1586.55367185752,1220.42590142886,366.127770428659,123.850516775807,87.7976313423698,815.096615935489,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,3662.92968557478,1721.57695222015,516.473085666045
2,75.5,0.3544,1,0,37.1817989796862,6341.53433921043,2169.81938950424,768.983991640303,591.526147415617,177.457844224685,121.721874176209,43.1382322080486,858.234848143538,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,3551.25922995784,1669.09183808018,500.727551424055
2,74.5,0.7089,1,0,36.9256815400207,6145.66458724682,2102.80059517237,1490.67534191769,1146.67333993669,344.002001981006,119.572243852727,84.7647636671982,942.999611810736,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,3441.57216885822,1617.53891936336,485.261675809009
5,73.5,0.3544,1,0,34.9770771727775,6632.39102155448,2269.33891193508,804.253710389793,618.65670029984,185.597010089952,118.378925550965,41.9534912152619,984.953103025998,"Que_rob","SEI",8.62866109840432,0.325694811647181,2.00333,0.85925,-2.86353,0.56,3714.13897207051,1745.64531687314,523.693595061942
2,73.5,0.3544,1,0,36.6679030166274,5953.31997963324,2036.98796423131,721.908534523576,555.314257325827,166.594277197748,117.403506242614,41.6078026123824,1026.56090563838,"Fra_exc","GES",3.95189769262084,0.518398405633361,1.95277,0.77206,-2.48079,0.56,3333.85918859461,1566.91381863947,470.07414559184
7,71.5,0.3544,1,0,47.0770406640984,8714.92580071285,2247.0738983074,796.362989560143,612.586915046264,183.776074513879,116.914933079883,41.4346522835104,1067.99555792189,"Til_spe","WLI",1.0585102500138,0.888803708564362,1.94295,1.29229,-4.20064,0.422,3677.69868790082,1728.51838331339,518.555514994016
