"Year","DBH","Height","Carbon_Above","Carbon_Below","Carbon_Total","Tree_ID"
5,14.025,9.02977901161001,10.400009036469,3.1200027109407,13.5200117474097,"P81.B35.0"
10,20.05,10.5688782733784,25.5230298517123,7.6569089555137,33.179938807226,"P81.B35.0"
15,26.075,11.8653467208944,49.3834805681156,14.8150441704347,64.1985247385503,"P81.B35.0"
20,32.1,13.0028363936923,83.2474701358072,24.9742410407422,108.221711176549,"P81.B35.0"
25,38.125,14.0260853441756,128.242808487306,38.4728425461918,166.715651033498,"P81.B35.0"
30,44.15,14.9622792819844,185.39702802235,55.619108406705,241.016136429055,"P81.B35.0"
35,50.175,15.8293728334151,255.660545091047,76.698163527314,332.358708618361,"P81.B35.0"
40,56.2,16.6399443126232,339.922036743088,101.976611022926,441.898647766014,"P81.B35.0"
45,62.225,17.4032026825918,439.019277892166,131.70578336765,570.725061259816,"P81.B35.0"
50,68.25,18.1261250167886,553.747124041563,166.124137212469,719.871261254031,"P81.B35.0"
55,74.275,18.8141442967482,684.863595272593,205.459078581778,890.322673854371,"P81.B35.0"
60,80.3,19.4715871508899,833.094640692276,249.928392207683,1083.02303289996,"P81.B35.0"
65,86.325,20.1019642658578,999.137953088738,299.741385926621,1298.87933901536,"P81.B35.0"
70,92.35,20.708169806014,1183.66607994463,355.099823983388,1538.76590392801,"P81.B35.0"
75,98.375,21.2926223841689,1387.32900044638,416.198700133913,1803.52770058029,"P81.B35.0"
80,104.4,21.8573672185973,1610.7562888465,483.226886653948,2093.98317550044,"P81.B35.0"
85,110.425,22.4041517694608,1854.55895171502,556.367685514506,2410.92663722952,"P81.B35.0"
90,116.45,22.9344828000489,2119.33100412278,635.799301236833,2755.13030535961,"P81.B35.0"
95,122.475,23.4496701424706,2405.65083399639,721.695250198918,3127.34608419531,"P81.B35.0"
100,128.5,23.9508607625212,2714.08239253953,814.22471776186,3528.30711030139,"P81.B35.0"
0,6.1,6.2581823894054,1.28453359165738,0.385360077497215,1.6698936691546,"P81.B36.0"
5,12.125,8.46907372570417,7.21471734778081,2.16441520433424,9.37913255211505,"P81.B36.0"
10,18.15,10.1155134461009,19.8754513163967,5.962635394919,25.8380867113157,"P81.B36.0"
15,24.175,11.4765289704096,40.835820913976,12.2507462741928,53.0865671881688,"P81.B36.0"
20,30.2,12.6581114595378,71.4178239421681,21.4253471826504,92.8431711248186,"P81.B36.0"
25,36.225,13.7138513439753,112.787748336011,33.8363245008032,146.624072836814,"P81.B36.0"
30,42.25,14.6752251469525,166.001742391078,49.8005227173234,215.802265108401,"P81.B36.0"
35,48.275,15.5625486895478,232.032598799542,69.6097796398626,301.642378439405,"P81.B36.0"
40,54.3,16.3898192745488,311.787122604634,93.5361367813902,405.323259386024,"P81.B36.0"
45,60.325,17.1671558936613,406.118167769275,121.835450330783,527.953618100058,"P81.B36.0"
50,66.35,17.9021491996208,515.833391998458,154.750017599538,670.583409597996,"P81.B36.0"
55,72.375,18.6006626682498,641.70186357589,192.510559072767,834.212422648657,"P81.B36.0"
60,78.4,19.2673349199114,784.459194319677,235.337758295903,1019.79695261558,"P81.B36.0"
65,84.425,19.9059089246108,944.811622524806,283.443486757442,1228.25510928225,"P81.B36.0"
70,90.45,20.5194557645997,1123.43932461385,337.031797384156,1460.47112199801,"P81.B36.0"
75,96.475,21.1105314508669,1320.99914562303,396.29974368691,1717.29888930994,"P81.B36.0"
80,102.5,21.6812897219738,1538.12688225518,461.438064676554,1999.56494693173,"P81.B36.0"
85,108.525,22.233565022591,1775.43921504458,532.631764513374,2308.07097955795,"P81.B36.0"
90,114.55,22.7689347506881,2033.53536091048,610.060608273144,2643.59596918362,"P81.B36.0"
95,120.575,23.2887667627027,2312.99849975609,693.899549926826,3006.89804968291,"P81.B36.0"
100,126.6,23.7942561847374,2614.39701620207,784.31910486062,3398.71612106269,"P81.B36.0"
0,12,9.63552453379988,123.000405278402,36.9001215835205,159.900526861922,"P81.B38.0"
5,14.5416666666667,11.4295956731964,199.742946864527,59.9228840593582,259.665830923886,"P81.B38.0"
10,17.0833333333333,13.1889487033979,299.936903611668,89.9810710835003,389.917974695168,"P81.B38.0"
15,19.625,14.9193221925824,425.651240525573,127.695372157672,553.346612683244,"P81.B38.0"
20,22.1666666666667,16.6248817761252,578.811996980408,173.643599094122,752.455596074531,"P81.B38.0"
25,24.7083333333333,18.3087836648074,761.229143073084,228.368742921925,989.59788599501,"P81.B38.0"
30,27.25,19.9734985354157,974.615898455808,292.384769536742,1267.00066799255,"P81.B38.0"
35,29.7916666666667,21.6210107610283,1220.60318929464,366.180956788392,1586.78414608303,"P81.B38.0"
40,32.3333333333333,23.2529475870335,1500.75080649473,450.225241948419,1950.97604844315,"P81.B38.0"
45,34.875,24.8706664917129,1816.55623473154,544.966870419463,2361.52310515101,"P81.B38.0"
50,37.4166666666666,26.475316344538,2169.46178289411,650.838534868233,2820.30031776234,"P81.B38.0"
55,39.9583333333333,28.0678814749306,2560.86044227417,768.25813268225,3329.11857495642,"P81.B38.0"
60,42.5,29.6492142140661,2992.10077015318,897.630231045953,3889.73100119913,"P81.B38.0"
65,45.0416666666666,31.2200594359321,3464.49101232534,1039.3473036976,4503.83831602294,"P81.B38.0"
70,47.5833333333333,32.7810734063289,3979.30262136229,1193.79078640869,5173.09340777098,"P81.B38.0"
75,50.125,34.3328384941983,4537.77328811564,1361.33198643469,5899.10527455033,"P81.B38.0"
80,52.6666666666666,35.8758748176923,5141.10957606972,1542.33287282092,6683.44244889064,"P81.B38.0"
85,55.2083333333333,37.410649580987,5790.48922796727,1737.14676839018,7527.63599635745,"P81.B38.0"
90,57.75,38.9375846450998,6487.06319924244,1946.11895977273,8433.18215901517,"P81.B38.0"
95,60.2916666666666,40.4570627298397,7231.95746163765,2169.58723849129,9401.54470012894,"P81.B38.0"
100,62.8333333333333,41.9694325417155,8026.27461189479,2407.88238356844,10434.1569954632,"P81.B38.0"
0,29,12.4340989406922,64.5018432978402,19.3505529893521,83.8523962871923,"P81.B39.0"
5,35.025,13.5119053161218,103.635860772393,31.0907582317179,134.726619004111,"P81.B39.0"
10,41.05,14.490189884863,154.410924544606,46.3232773633819,200.734201907988,"P81.B39.0"
15,47.075,15.3909890203991,217.814821624944,65.3444464874833,283.159268112427,"P81.B39.0"
20,53.1,16.2293138097961,294.766407517055,88.4299222551165,383.196329772172,"P81.B39.0"
25,59.125,17.015923811126,386.128499022156,115.838549706647,501.967048728803,"P81.B39.0"
30,65.15,17.7588365812064,492.717171973695,147.815151592109,640.532323565804,"P81.B39.0"
35,71.175,18.4642123291099,615.308731436214,184.592619430864,799.901350867078,"P81.B39.0"
40,77.2,19.1369030795472,754.645098371578,226.393529511473,981.038627883051,"P81.B39.0"
45,83.225,19.780809666429,911.438075879071,273.431422763721,1184.86949864279,"P81.B39.0"
50,89.25,20.3991227528278,1086.37279704893,325.911839114679,1412.28463616361,"P81.B39.0"
55,95.275,20.9944907827994,1280.11055907194,384.033167721581,1664.14372679352,"P81.B39.0"
60,101.3,21.5691402025846,1493.29118672845,447.987356018536,1941.27854274699,"P81.B39.0"
65,107.325,22.1249635268085,1726.53502808032,517.960508424096,2244.49553650442,"P81.B39.0"
70,113.35,22.6635851587952,1980.44465795908,594.133397387725,2574.57805534681,"P81.B39.0"
75,119.375,23.1864114592972,2255.60634594821,676.681903784463,2932.28824973267,"P81.B39.0"
80,125.4,23.6946694319933,2552.59133213653,765.77739964096,3318.36873177749,"P81.B39.0"
85,131.425,24.189437032288,2871.95694419247,861.58708325774,3733.54402745021,"P81.B39.0"
90,137.45,24.671667211301,3214.24758212855,964.274274638565,4178.52185676712,"P81.B39.0"
95,143.475,25.1422072058456,3579.99559174066,1073.9986775222,4653.99426926285,"P81.B39.0"
100,149.5,25.6018141731097,3969.72204360778,1190.91661308233,5160.63865669011,"P81.B39.0"
0,12.1,8.4613793957761,7.17740711384413,2.15322213415324,9.33062924799736,"P81.B40.0"
5,18.125,10.1093751948943,19.8067514873214,5.94202544619641,25.7487769335178,"P81.B40.0"
10,24.15,11.4713009692431,40.7298216465409,12.2189464939623,52.9487681405032,"P81.B40.0"
15,30.175,12.6534958561337,71.2694028946857,21.3808208684057,92.6502237630914,"P81.B40.0"
20,36.2,13.7096826423197,112.592316831636,33.7776950494908,146.370011881127,"P81.B40.0"
25,42.225,14.6714004602508,165.755104784207,49.726531435262,215.481636219469,"P81.B40.0"
30,48.25,15.558999025361,231.730864737497,69.519259421249,301.250124158746,"P81.B40.0"
35,54.275,16.3864957707612,311.426647868528,93.4279943605585,404.854642229087,"P81.B40.0"
40,60.3,17.1640224833122,405.695512121711,121.708653636513,527.404165758225,"P81.B40.0"
45,66.325,17.8991783824612,515.345287880061,154.603586364018,669.948874244079,"P81.B40.0"
50,72.35,18.597832920613,641.145192096651,192.343557628995,833.488749725646,"P81.B40.0"
55,78.375,19.2646290293777,783.830966362659,235.149289908798,1018.98025627146,"P81.B40.0"
60,84.4,19.903312876022,944.108963554519,283.232689066356,1227.34165262087,"P81.B40.0"
65,90.425,20.5169579698846,1122.65946224439,336.797838673317,1459.45730091771,"P81.B40.0"
70,96.45,21.10812220148,1320.1393992903,396.04181978709,1716.18121907739,"P81.B40.0"
75,102.475,21.6789607901583,1537.18465452537,461.155396357611,1998.34005088298,"P81.B40.0"
80,108.5,22.231309364914,1774.41198421695,532.323595265086,2306.73557948204,"P81.B40.0"
85,114.525,22.7667462835637,2032.42067465935,609.726202397803,2642.14687705715,"P81.B40.0"
90,120.55,23.2866401896647,2311.79396961813,693.538190885438,3005.33216050357,"P81.B40.0"
95,126.575,23.7921868616142,2613.10031275934,783.930093827801,3397.03040658714,"P81.B40.0"
100,132.6,24.2844381560487,2936.89443704068,881.068331112205,3817.96276815289,"P81.B40.0"
0,13.5,10.7357226033338,17.9434823925453,5.38304471776359,23.3265271103089,"P81.B41.0"
5,14.9375,11.3081936808343,22.8738903821984,6.86216711465952,29.7360574968579,"P81.B41.0"
10,16.375,11.854427215159,28.5153376499418,8.55460129498254,37.0699389449243,"P81.B41.0"
15,17.8125,12.3777839935315,34.8944153451205,10.4683246035361,45.3627399486566,"P81.B41.0"
20,19.25,12.8809613323574,42.0363436136594,12.6109030840978,54.6472466977572,"P81.B41.0"
25,20.6875,13.366163338485,49.9651453722218,14.9895436116665,64.9546889838883,"P81.B41.0"
30,22.125,13.8352187696738,58.7037868716887,17.6111360615066,76.3149229331953,"P81.B41.0"
35,23.5625,14.2896649595444,68.2742932468083,20.4822879740425,88.7565812208508,"P81.B41.0"
40,25,14.7308090404154,78.6978448269151,23.6093534480745,102.30719827499,"P81.B41.0"
45,26.4375,15.1597735496532,89.9948583801006,26.9984575140302,116.993315894131,"P81.B41.0"
50,27.875,15.5775310304002,102.18505637173,30.6555169115189,132.840573283249,"P81.B41.0"
55,29.3125,15.9849307097242,115.287526555866,34.5862579667597,149.873784522625,"P81.B41.0"
60,30.75,16.3827193654681,129.32077367391,38.796232102173,168.117005776083,"P81.B41.0"
65,32.1875,16.7715578585408,144.302764638579,43.2908293915737,187.593594030153,"P81.B41.0"
70,33.625,17.1520343832663,160.250968287931,48.0752904863792,208.32625877431,"P81.B41.0"
75,35.0625,17.5246751989415,177.182390573457,53.1547171720371,230.337107745494,"P81.B41.0"
80,36.5,17.8899534044401,195.113605877953,58.5340817633859,253.647687641339,"P81.B41.0"
85,37.9375,18.2482961753015,214.060785028857,64.2182355086571,278.279020537514,"P81.B41.0"
90,39.375,18.6000907804306,234.039720471189,70.2119161413568,304.251636612546,"P81.B41.0"
95,40.8125,18.9456896209979,255.065848984022,76.5197546952066,331.585603679228,"P81.B41.0"
100,42.25,19.2854144790988,277.154272260474,83.1462816781423,360.300553938617,"P81.B41.0"
0,10.2,9.29673386104844,9.1587576300089,2.74762728900267,11.9063849190116,"P81.B42.0"
5,11.6375,9.94783973192921,12.5665732654634,3.76997197963902,16.3365452451024,"P81.B42.0"
10,13.075,10.56084737908,16.6178979014355,4.98536937043065,21.6032672718662,"P81.B42.0"
15,14.5125,11.1418452795652,21.3434050325104,6.40302150975311,27.7464265422635,"P81.B42.0"
20,15.95,11.6954506232859,26.7717964632119,8.03153893896356,34.8033354021754,"P81.B42.0"
25,17.3875,12.2252641250236,32.9301081917934,9.87903245753802,42.8091406493314,"P81.B42.0"
30,18.825,12.734158514695,39.8439458503255,11.9531837550977,51.7971296054232,"P81.B42.0"
35,20.2625,13.224469528175,47.5376703734765,14.2613011120429,61.7989714855194,"P81.B42.0"
40,21.7,13.6981268946167,56.0345473896488,16.8103642168946,72.8449116065434,"P81.B42.0"
45,23.1375,14.1567468761475,65.3568694750951,19.6070608425285,84.9639303176237,"P81.B42.0"
50,24.575,14.6016993191682,75.5260576580344,22.6578172974103,98.1838749554447,"P81.B42.0"
55,26.0125,15.0341573091516,86.5627467549646,25.9688240264894,112.531570781454,"P81.B42.0"
60,27.45,15.4551346486975,98.4868579020245,29.5460573706073,128.032915272632,"P81.B42.0"
65,28.8875,15.8655146224009,111.317660798631,33.3952982395893,144.71295903822,"P81.B42.0"
70,30.325,16.2660724044211,125.073827580623,37.522148274187,162.59597585481,"P81.B42.0"
75,31.7625,16.6574927467237,139.773479805793,41.9320439417378,181.70552374753,"P81.B42.0"
80,33.2,17.0403841092798,155.434229714548,46.6302689143644,202.064498628912,"P81.B42.0"
85,34.6375,17.4152900700925,172.073216688771,51.6219650066313,223.695181695402,"P81.B42.0"
90,36.075,17.7826986292058,189.707139649796,56.9121418949387,246.619281544735,"P81.B42.0"
95,37.5125,18.1430498633629,208.352285996309,62.5056857988927,270.857971795202,"P81.B42.0"
100,38.95,18.4967422753408,228.024557573829,68.4073672721488,296.431924845978,"P81.B42.0"
0,16.3,9.64777351981563,15.1716215434995,4.55148646304986,19.7231080065494,"P81.B43.0"
5,22.325,11.0811407731598,33.4339160107349,10.0301748032205,43.4640908139554,"P81.B43.0"
10,28.35,12.310588754155,60.9314050500315,18.2794215150094,79.210826565041,"P81.B43.0"
15,34.375,13.400898678762,98.8720327622228,29.6616098286668,128.53364259089,"P81.B43.0"
20,40.4,14.3886969003233,148.342307094621,44.5026921283862,192.844999223007,"P81.B43.0"
25,46.425,15.2970378430502,210.338439121239,63.1015317363716,273.43997085761,"P81.B43.0"
30,52.45,16.1415249571931,285.786020086949,85.7358060260847,371.521826113034,"P81.B43.0"
35,58.475,16.9332885927542,375.553414310192,112.666024293058,488.219438603249,"P81.B43.0"
40,64.5,17.6805916252149,480.461370994158,144.138411298247,624.599782292405,"P81.B43.0"
45,70.525,18.3897637886927,601.290203089523,180.387060926857,781.677264016379,"P81.B43.0"
50,76.55,19.0657784460255,738.785318805661,221.635595641698,960.420914447359,"P81.B43.0"
55,82.575,19.7126258330719,893.66159199836,268.098477599508,1161.76006959787,"P81.B43.0"
60,88.6,20.3335641061144,1066.6068871058,319.982066131741,1386.58895323754,"P81.B43.0"
65,94.625,20.9312937289342,1258.28495170644,377.485485511931,1635.77043721837,"P81.B43.0"
70,100.65,21.5080819636738,1469.3378252474,440.801347574221,1910.13917282162,"P81.B43.0"
75,106.675,22.0658538519744,1700.38787037696,510.116361113087,2210.50423149005,"P81.B43.0"
80,112.7,22.6062600753348,1952.03950494642,585.611851483925,2537.65135643034,"P81.B43.0"
85,118.725,23.1307284829705,2224.88069311456,667.464207934369,2892.34490104893,"P81.B43.0"
90,124.75,23.6405038412096,2519.48424007678,755.845272023034,3275.32951209981,"P81.B43.0"
95,130.775,24.1366789314105,2836.40892487887,850.922677463662,3687.33160234254,"P81.B43.0"
100,136.8,24.6202191883117,3176.20049836247,952.86014950874,4129.06064787121,"P81.B43.0"
0,7.6,6.42044980791074,38.8395086399701,11.651852591991,50.4913612319611,"P81.B45.0"
5,10.1416666666667,8.29714678940114,80.4433962017898,24.1330188605369,104.576415062327,"P81.B45.0"
10,12.6833333333333,10.1216895090761,141.451800239413,42.4355400718239,183.887340311237,"P81.B45.0"
15,15.225,11.9057396907769,224.286502291332,67.2859506873997,291.572452978732,"P81.B45.0"
20,17.7666666666667,13.6568165070881,331.14484912922,99.3434547387659,430.488303867986,"P81.B45.0"
25,20.3083333333333,15.380158825107,464.054155407984,139.216246622395,603.270402030379,"P81.B45.0"
30,22.85,17.0796185006239,624.90699286531,187.472097859593,812.379090724903,"P81.B45.0"
35,25.3916666666667,18.7581421678521,815.485659675945,244.645697902783,1060.13135757873,"P81.B45.0"
40,27.9333333333333,20.4180537824736,1037.47998888546,311.243996665639,1348.7239855511,"P81.B45.0"
45,30.475,22.0612311176411,1292.50079591226,387.750238773677,1680.25103468593,"P81.B45.0"
50,33.0166666666666,23.6892216067964,1582.09033263491,474.627099790473,2056.71743242538,"P81.B45.0"
55,35.5583333333333,25.3033214700255,1907.73060805976,572.319182417929,2480.04979047769,"P81.B45.0"
60,38.1,26.9046315670781,2270.8501411985,681.255042359551,2952.10518355806,"P81.B45.0"
65,40.6416666666666,28.4940979247861,2672.82953210028,801.848859630083,3474.67839173036,"P81.B45.0"
70,43.1833333333333,30.0725418428651,3115.00612258736,934.501836776208,4049.50795936357,"P81.B45.0"
75,45.725,31.6406827154459,3598.67794279779,1079.60338283934,4678.28132563712,"P81.B45.0"
80,48.2666666666666,33.1991556387195,4125.10708836254,1237.53212650876,5362.6392148713,"P81.B45.0"
85,50.8083333333333,34.7485252082651,4695.52263728011,1408.65679118403,6104.17942846414,"P81.B45.0"
90,53.35,36.2892964803031,5311.12319003487,1593.33695701046,6904.46014704534,"P81.B45.0"
95,55.8916666666666,37.8219237873697,5973.07909793506,1791.92372938052,7765.00282731558,"P81.B45.0"
100,58.4333333333333,39.3468179069779,6682.53443088983,2004.76032926695,8687.29476015678,"P81.B45.0"
0,13.1,10.4166947757165,153.474693736961,46.0424081210884,199.51710185805,"P81.B46.0"
5,15.6416666666667,12.1949002119186,240.102168350598,72.0306505051794,312.132818855778,"P81.B46.0"
10,18.1833333333333,13.9411161780706,351.096174410286,105.328852323086,456.425026733372,"P81.B46.0"
15,20.725,15.6603079021256,488.459877427431,146.537963228229,634.99784065566,"P81.B46.0"
20,23.2666666666667,17.3561527991426,654.066309246375,196.219892773913,850.286202020288,"P81.B46.0"
25,25.8083333333333,19.0314796659306,849.681527001141,254.904458100342,1104.58598510148,"P81.B46.0"
30,28.35,20.6885292311909,1076.98158133841,323.094474401522,1400.07605573993,"P81.B46.0"
35,30.8916666666667,22.3291183704284,1337.5653966154,401.26961898462,1738.83501560002,"P81.B46.0"
40,33.4333333333333,23.9547486573663,1632.96482604048,489.889447812145,2122.85427385263,"P81.B46.0"
45,35.975,25.566680942269,1964.65268239825,589.395804719475,2554.04848711772,"P81.B46.0"
50,38.5166666666666,27.1659882503829,2334.04927439265,700.214782317796,3034.26405671045,"P81.B46.0"
55,41.0583333333333,28.7535943233439,2742.52781222358,822.758343667075,3565.28615589066,"P81.B46.0"
60,43.6,30.330302350685,3191.41893940406,957.425681821217,4148.84462122527,"P81.B46.0"
65,46.1416666666666,31.8968168162608,3682.01457714528,1104.60437314358,4786.61895028886,"P81.B46.0"
70,48.6833333333333,33.453760398764,4215.57121938262,1264.67136581479,5480.24258519741,"P81.B46.0"
75,51.225,35.0016872463251,4793.31278272643,1437.99383481793,6231.30661754436,"P81.B46.0"
80,53.7666666666666,36.5410935447239,5416.43309143171,1624.92992742951,7041.36301886122,"P81.B46.0"
85,56.3083333333333,38.0724260330136,6086.09805982193,1825.82941794658,7911.92747776852,"P81.B46.0"
90,58.85,39.5960889399783,6803.44762148606,2041.03428644582,8844.48190793188,"P81.B46.0"
95,61.3916666666666,41.1124496898906,7569.5974446731,2270.87923340193,9840.47667807503,"P81.B46.0"
100,63.9333333333333,42.621843637876,8385.64046573984,2515.69213972195,10901.3326054618,"P81.B46.0"
0,20.5,10.6726904962175,26.9865309084465,8.09595927253394,35.0824901809804,"P81.B47.1"
5,26.525,11.9550918609661,51.5524016672274,15.4657205001682,67.0181221673956,"P81.B47.1"
10,32.55,13.0827971518014,86.2102248456988,25.8630674537097,112.073292299408,"P81.B47.1"
15,38.575,14.0987523166823,132.079256622608,39.6237769867825,171.703033609391,"P81.B47.1"
20,44.6,15.029247942023,190.180593885878,57.0541781657633,247.234772051641,"P81.B47.1"
25,50.625,15.8917360552595,261.459580530446,78.4378741591338,339.89745468958,"P81.B47.1"
30,56.65,16.6984885108039,346.80076025149,104.040228075447,450.840988326937,"P81.B47.1"
35,62.675,17.4585155604075,447.038454501086,134.111536350326,581.149990851412,"P81.B47.1"
40,68.7,18.1786591380227,562.964576481087,168.889372944326,731.853949425413,"P81.B47.1"
45,74.725,18.864256748365,695.334599872675,208.600379961802,903.934979834477,"P81.B47.1"
50,80.75,19.5195654275724,844.872241480938,253.461672444281,1098.33391392522,"P81.B47.1"
55,86.775,20.1480438002447,1012.27321599344,303.681964798031,1315.95518079147,"P81.B47.1"
60,92.8,20.7525462155201,1198.20830198553,359.462490595659,1557.67079258119,"P81.B47.1"
65,98.825,21.335460255859,1403.32588436104,420.997765308311,1824.32364966935,"P81.B47.1"
70,104.85,21.8988065558509,1628.25409066157,488.47622719847,2116.73031786004,"P81.B47.1"
75,110.875,22.4443128174905,1873.60260680025,562.080782040074,2435.68338884032,"P81.B47.1"
80,116.9,22.9734697214179,2139.96423588501,641.989270765503,2781.95350665052,"P81.B47.1"
85,122.925,23.4875738602101,2427.91624839142,728.374874517426,3156.29112290884,"P81.B47.1"
90,128.95,23.9877611898493,2738.02156086794,821.406468260383,3559.42802912832,"P81.B47.1"
95,134.975,24.4750334353523,3070.8297722395,921.248931671848,3992.07870391134,"P81.B47.1"
100,141,24.9502791805999,3426.87808072543,1028.06342421763,4454.94150494306,"P81.B47.1"
0,6.6,6.47911013510211,1.56564348428894,0.469693045286683,2.03533652957563,"P81.B47.2"
5,12.625,8.6211339576466,7.98554995054012,2.39566498516204,10.3812149357022,"P81.B47.2"
10,18.65,10.2372985089895,21.2796602829421,6.38389808488262,27.6635583678247,"P81.B47.2"
15,24.675,11.5804602162787,42.9907565541678,12.8972269662503,55.8879835204181,"P81.B47.2"
20,30.7,12.7499782338363,74.4253872346584,22.3276161703975,96.7530034050559,"P81.B47.2"
25,36.725,13.796889625638,116.739322819882,35.0217968459646,151.761119665847,"P81.B47.2"
30,42.75,14.7514545034504,170.980944205118,51.2942832615355,222.275227466654,"P81.B47.2"
35,48.775,15.6333270698239,238.116999267836,71.4350997803509,309.552099048187,"P81.B47.2"
40,54.8,16.4561103612908,319.049412940022,95.7148238820067,414.764236822029,"P81.B47.2"
45,60.825,17.2296721328848,414.62699064222,124.388097192666,539.015087834886,"P81.B47.2"
50,66.85,17.9614344944752,525.653960048282,157.696188014485,683.350148062767,"P81.B47.2"
55,72.875,18.6571431505709,652.89643437489,195.868930312467,848.765364687357,"P81.B47.2"
60,78.9,19.3213516553414,797.087444575975,239.126233372792,1036.21367794877,"P81.B47.2"
65,84.925,19.9577398238699,958.930949172978,287.679284751893,1246.61023392487,"P81.B47.2"
70,90.95,20.5693307520407,1139.10509138216,341.731527414647,1480.8366187968,"P81.B47.2"
75,96.975,21.158643260697,1338.26488799251,401.479466397752,1739.74435439026,"P81.B47.2"
80,103,21.7278017676938,1557.0444800367,467.113344011009,2024.1578240477,"P81.B47.2"
85,109.025,22.2786172529088,1796.05903932307,538.817711796922,2334.87675112,"P81.B47.2"
90,115.05,22.8126480867759,2055.90640039657,616.771920118969,2672.67832051553,"P81.B47.2"
95,121.075,23.3312465147521,2337.16847037733,701.150541113199,3038.31901149053,"P81.B47.2"
100,127.1,23.8355947203731,2640.41245689457,792.12373706837,3432.53619396293,"P81.B47.2"
0,8,6.71993074757232,44.2073063513902,13.2621919054171,57.4694982568073,"P81.B49.0"
5,10.5416666666667,8.58737896524895,88.6930259378906,26.6079077813672,115.300933719258,"P81.B49.0"
10,13.0833333333333,10.4049148111436,152.982380392753,45.894714117826,198.877094510579,"P81.B49.0"
15,15.625,12.1833503825115,239.457022927061,71.8371068781184,311.29412980518,"P81.B49.0"
20,18.1666666666667,13.9297582060952,350.284566139856,105.085369841957,455.369935981812,"P81.B49.0"
25,20.7083333333333,15.6491140442599,487.469124348335,146.2407373045,633.709861652835,"P81.B49.0"
30,23.25,17.3451020631016,652.884498970073,195.865349691022,848.749848661095,"P81.B49.0"
35,25.7916666666667,19.0205556380418,848.297387966499,254.48921638995,1102.78660435645,"P81.B49.0"
40,28.3333333333333,20.677718741679,1075.38438658802,322.615315976407,1397.99970256443,"P81.B49.0"
45,30.875,22.3184106290481,1335.74488960981,400.723466882942,1736.46835649275,"P81.B49.0"
50,33.4166666666666,23.9441346695023,1630.91116201475,489.273348604425,2120.18451061918,"P81.B49.0"
55,35.9583333333333,25.5561531005961,1962.35638104098,588.706914312294,2551.06329535327,"P81.B49.0"
60,38.5,27.1555400409134,2331.5011809973,699.45035429919,3030.95153529649,"P81.B49.0"
65,41.0416666666666,28.743220108556,2739.71906532439,821.915719597318,3561.63478492171,"P81.B49.0"
70,43.5833333333333,30.3199972061028,3188.34094347182,956.502283041547,4144.84322651337,"P81.B49.0"
75,46.125,31.8865764050307,3678.65897929761,1103.59769378928,4782.25667308689,"P81.B49.0"
80,48.6666666666666,33.4435808738302,4211.92988932599,1263.5789667978,5475.50885612378,"P81.B49.0"
85,51.2083333333333,34.9915651730352,4789.37779533351,1436.81333860005,6226.19113393356,"P81.B49.0"
90,53.75,36.5310258388163,5412.19671149221,1623.65901344766,7035.85572493987,"P81.B49.0"
95,56.2916666666666,38.0624099103609,6081.55272860437,1824.46581858131,7906.01854718568,"P81.B49.0"
100,58.8333333333333,39.5861218754373,6798.5859448222,2039.57578344666,8838.16172826886,"P81.B49.0"
0,7,5.92960978001811,18.5323373431364,5.55970120294093,24.0920385460773,"P81.B50.0"
5,8.71323529411765,7.13227633490482,28.1270157530606,8.43810472591817,36.5651204789787,"P81.B50.0"
10,10.4264705882353,8.29824702437989,39.5991069353253,11.8797320805976,51.4788390159228,"P81.B50.0"
15,12.139705882353,9.43447481017335,52.9169000071569,15.8750700021471,68.791970009304,"P81.B50.0"
20,13.8529411764706,10.5457954735803,68.0539839722013,20.4161951916604,88.4701791638616,"P81.B50.0"
25,15.5661764705883,11.6357564245075,84.9877707937407,25.4963312381222,110.484102031863,"P81.B50.0"
30,17.2794117647059,12.7070647080079,103.698556956171,31.1095670868514,134.808124043023,"P81.B50.0"
35,18.9926470588236,13.761849950705,124.168890490599,37.2506671471798,161.419557637779,"P81.B50.0"
40,20.7058823529412,14.8018286158862,146.383124163553,43.9149372490659,190.298061412619,"P81.B50.0"
45,22.4191176470588,15.8284117586783,170.327088549813,51.0981265649439,221.425215114757,"P81.B50.0"
50,24.1323529411765,16.8427785686874,195.987845763668,58.7963537291003,254.784199492768,"P81.B50.0"
55,25.8455882352941,17.8459282293359,223.353499429934,67.0060498289802,290.359549258914,"P81.B50.0"
60,27.5588235294118,18.8387175047221,252.413045050688,75.7239135152065,328.136958565895,"P81.B50.0"
65,29.2720588235294,19.8218886271032,283.156250125156,84.9468750375467,368.103125162703,"P81.B50.0"
70,30.9852941176471,20.7960904101443,315.573556660856,94.6720669982567,410.245623659112,"P81.B50.0"
75,32.6985294117647,21.7618945175618,349.656000853098,104.896800255929,454.552801109027,"P81.B50.0"
80,34.4117647058824,22.7198081946394,385.395146145051,115.618543843515,501.013689988566,"P81.B50.0"
85,36.125,23.6702843695995,422.783026867859,126.834908060358,549.617934928216,"P81.B50.0"
90,37.8382352941177,24.613729767205,461.812100354505,138.543630106351,600.355730460856,"P81.B50.0"
95,39.5514705882353,25.5505114980678,502.475205918939,150.742561775682,653.21776769462,"P81.B50.0"
100,41.264705882353,26.4809624636608,544.765529455212,163.429658836564,708.195188291776,"P81.B50.0"
