BAUM_CODE,PLOTID,BAUMNR,ZWIESELNR,Code,Northing,Easting,Elevation,BAUMART20,BHD20,hKA20,hBAUM20,KRAFT20,SCHIRM20,VITALITAET,S1_Verletz,S2_WKB20,S3_TRO20,S4_FAEULE2,S5_PILZKON,S6_PILZson,S7_SCHAELU,S8_BORKK20,S9_SONSTIG,S10_ETS20,S11_UL_Ste,S12_RUSS20,BEMERKUNG2,BEMERKUNG3,BEMERKUNG4,ca,cl
P81.B74.0,81,74,0,BAUM,5687949.95194882,315386.804693546,108.601295229153,Til_cor,7.4,2.40000009536743,8.30000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.761254055852563,2
P81.B73.0,81,73,0,BAUM,5687949.93926474,315386.791384268,108.589699207614,Til_cor,5.1,1.60000002384186,5.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,2 = mittel,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.74868135154127,2
P81.B75.0,81,75,0,BAUM,5687951.25702854,315390.521083753,108.562986750825,Til_cor,7.6,3,8.89999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.854693148117944,2
P81.B76.0,81,76,0,BAUM,5687951.80097967,315392.054421529,108.605493527696,Que_rob,24.8,17.2999992370605,27.8999996185303,3 = mitherrschend,3 = teilweise,3 = kuemmernd,1 = leicht,3 = stark,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,22.885240477932772,1
P81.B77.0,81,77,0,BAUM,5687949.49716504,315398.498088796,108.684512224068,Ulm_spe,8.1,3.29999995231628,9.10000038146973,5 = ganz unterstaendig,3 = teilweise,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.092227369382467,2
P81.B78.0,81,78,0,BAUM,5687952.22474925,315397.295034401,108.508378595416,NA,8.9,3.90000009536743,11.1999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.48422991254033,2
P81.B79.0,81,79,0,BAUM,5687952.57435397,315394.907950883,108.554228525877,Til_cor,5,2.5,5.30000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.707148206789541,2
P81.B80.0,81,80,0,BAUM,5687954.45047642,315397.912024743,108.512900220229,Til_cor,6.8,3.29999995231628,7.30000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.486236654578152,2
P81.B81.0,81,81,0,BAUM,5687953.88781847,315394.365605607,108.671219656038,Que_rob,50.2,16.6000003814697,32.9000015258789,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,54.48925331824526,1
P81.B82.0,81,82,0,BAUM,5687953.22119226,315391.665471242,108.568488021103,Til_cor,7.8,3.70000004768372,10.1000003814697,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.94902818303147,2
P81.B83.0,81,83,0,BAUM,5687953.51617596,315386.730218,108.575261128079,Til_pla,5.2,2.59999990463257,7.59999990463257,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.790415565195449,2
P81.B84.0,81,84,0,BAUM,5687956.91290404,315386.49609127,108.588746842231,Til_cor,8.4,2.70000004768372,6.5,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,2 = mittel,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.237485649206045,2
P81.B85.0,81,85,0,BAUM,5687958.59960327,315388.080132136,108.592586303591,Til_cor,7.5,4.59999990463257,9.89999961853027,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.807862085316783,2
P81.B86.0,81,86,0,BAUM,5687956.81776564,315389.586696666,108.578852934079,Til_cor,12.6,3.29999995231628,11.6000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,11.502414083200893,2
P81.B87.0,81,87,0,BAUM,5687956.2963517,315390.65705383,108.593383238904,Til_pla,6.6,4.19999980926514,10.1999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.396305784763175,2
P81.B88.0,81,88,0,BAUM,5687955.04594646,315388.733770854,108.57185433065,Til_cor,5.7,2.20000004768372,5.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.002133623299882,2
P81.B89.0,81,89,0,BAUM,5687957.06269272,315393.450147562,108.562525796362,Til_cor,6.8,3.09999990463257,7.30000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.486236654578152,2
P81.B90.0,81,90,0,BAUM,5687956.66629257,315393.573713632,108.631095046274,Til_cor,8.4,4,9.69999980926514,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,9.237485649206045,2
P81.B91.0,81,91,0,BAUM,5687956.23538454,315395.889300719,108.608626838989,Til_cor,6.5,1.60000002384186,3.70000004768372,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,8.351662711897365,2
P81.B92.0,81,92,0,BAUM,5687960.47851468,315394.361079969,108.64469785708,Til_cor,7.1,3.79999995231628,8.5,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,8.622758694902886,2
P81.B93.0,81,93,0,BAUM,5687960.70056089,315391.734204755,108.643399563598,Ulm_spe,10.7,3.09999990463257,10.1000003814697,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.422389851648818,2
P81.B94.0,81,94,0,BAUM,5687963.34180985,315395.483408846,108.673155079746,Que_rob,70,13.3999996185303,33.7999992370605,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = vereinzelte Einbohrversuche,0 = kein Schaden,NA,NA,NA,NA,NA,NA,107.02116544308761,1
P81.B95.0,81,95,0,BAUM,5687961.80321157,315398.93271887,108.580495903557,Til_cor,5.6,2.40000009536743,7.19999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.959380783490162,2
P81.B96.0,81,96,0,BAUM,5687958.50934315,315402.34324109,108.619682405628,Til_cor,14.9,4.09999990463257,12.6999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,12.943446377057645,1
P81.B97.0,81,97,0,BAUM,5687959.26877473,315405.876138744,108.538684963336,Ulm_spe,5.5,3.29999995231628,8.80000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.916833449569739,2
P81.B98.0,81,98,0,BAUM,5687960.78978065,315406.474425469,108.522515528262,Ulm_spe,5.6,3.40000009536743,9.10000038146973,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,7.959380783490162,2
P81.B99.0,81,99,0,BAUM,5687961.86727849,315402.700733867,108.528505376843,Car_bet,6.1,2.90000009536743,8.39999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,11.89692305173202,2
P81.B100.0,81,100,0,BAUM,5687965.13431087,315401.057547861,108.605303167887,Til_pla,9.1,0.800000011920929,2.09999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,liegend !,NA,NA,9.584577037659558,2
P81.B101.0,81,101,0,BAUM,5687965.6087357,315398.684219935,108.528437781649,Car_bet,5,1.79999995231628,4.69999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.520338646074585,2
P81.B102.0,81,102,0,BAUM,5687967.15347838,315401.947502843,108.610336241856,Til_cor,11.4,3.40000009536743,11.8000001907349,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.809204296878653,2
P81.B104.0,81,104,0,BAUM,5687966.12353179,315407.143034098,108.585518213914,Car_bet,5,3,7.30000019073486,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.520338646074585,2
P81.B105.0,81,105,0,BAUM,5687972.50364001,315406.800556512,108.529755500565,Ulm_spe,11,4.80000019073486,10.3000001907349,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,10.586617195771025,2
P81.B106.0,81,106,0,BAUM,5687974.79452843,315408.126733334,108.607018966446,Car_bet,21.5,5.90000009536743,18.2999992370605,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,35.099805744043856,2
P81.B107.0,81,107,0,BAUM,5687975.25913358,315410.064126762,108.673378988046,Car_bet,27,8.80000019073486,22.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,45.092038105236476,2
P81.B108.0,81,108,0,BAUM,5687977.31775425,315407.521166159,108.61599215731,Car_bet,38.4,10.3999996185303,25.2000007629395,3 = mitherrschend,3 = teilweise,2 = normal,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,68.01396773223877,1
P81.B109.0,81,109,0,BAUM,5687979.71370974,315406.892141277,108.600970324165,Car_bet,29.7,13.6999998092651,23.2999992370605,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,50.28214259948557,1
P81.B110.0,81,110,0,BAUM,5687980.403005,315410.415598956,108.662364598691,Car_bet,27.8,12.3000001907349,24.8999996185303,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,46.611587917410844,1
P81.B111.0,81,111,0,BAUM,5687981.24749207,315412.918875267,108.715679851943,Car_bet,34.3,9.89999961853027,25.2999992370605,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,59.49180521778432,1
P81.B103.0,81,103,0,BAUM,5687969.67453883,315402.236700787,108.545828943586,Til_cor,11.3,3.90000009536743,12,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.753166800336096,2
P81.B112.0,81,112,0,BAUM,5687983.38730978,315411.9556602,108.6782737448,Car_bet,28.2,5.80000019073486,16.2999992370605,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,47.37723782520774,2
P81.B113.0,81,113,0,BAUM,5687987.63247366,315404.117959643,108.529839194085,Que_rob,39.8,11.6999998092651,29.1000003814697,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,37.328659619942684,1
P81.B114.0,81,114,0,BAUM,5687987.30972055,315401.955926216,108.653730636,Que_rob,27.2,14.3000001907349,25.3999996185303,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,24.565965981603284,1
P81.B115.0,81,115,0,BAUM,5687987.35306915,315401.201576813,108.584060316223,Que_rob,31.7,17.5,25.7999992370605,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,28.29672955506576,1
P81.B116.0,81,116,0,BAUM,5687987.30573115,315398.413357098,108.675406490847,Que_rob,41.2,13.3000001907349,28.8999996185303,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,39.243532325173696,1
P81.B117.0,81,117,0,BAUM,5687992.10073995,315397.310941001,108.617057254874,Que_rob,44.5,14,31.2000007629395,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,44.22346479619834,1
P81.B118.0,81,118,0,BAUM,5687989.01140088,315395.654694926,108.5151133359,NA,10.6,2.90000009536743,10.5,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,10.368158582552255,1
P81.B119.0,81,119,0,BAUM,5687990.25096906,315391.893901809,108.532280992379,Fra_exc,5,5.40000009536743,8.80000019073486,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,2 = mittel,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,14.664835454292188,1
P81.B120.0,81,120,0,BAUM,5687992.79752843,315390.845846368,108.61719883227,Ulm_min,6.3,3.90000009536743,9.39999961853027,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,8.263016677624325,1
P81.B121.0,81,121,0,BAUM,5687994.24678575,315389.457330072,108.642120790948,Cor_san,6.3,3.90000009536743,7.5,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,8.263016677624325,1
P81.B122.0,81,122,0,BAUM,5687995.22976556,315390.041365795,108.723997365778,Que_rob,37.5,17.7999992370605,29.5,2 = herrschend,2 = nein,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,34.42292965766209,1
P81.B123.0,81,123,0,BAUM,5687993.20831389,315388.504890629,108.656352211655,Til_pla,12.2,4.80000019073486,11.8999996185303,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,1 = leicht,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,11.267034318323258,1
P81.B124.0,81,124,0,BAUM,5687992.25504647,315388.037985792,108.697856111242,Ulm_spe,6.7,3.79999995231628,8.30000019073486,5 = ganz unterstaendig,1 = ja,2 = normal,0 = kein Schaden,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,8.44116345717547,1
P81.B125.0,81,125,0,BAUM,5687992.48016568,315384.81085084,108.636019408947,Car_bet,6.3,3.70000004768372,6.59999990463257,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,12.151187532395852,1
P81.B126.0,81,126,0,BAUM,5687990.74099628,315385.191162618,108.678486781394,Que_rob,37.7,17.2000007629395,29.1000003814697,2 = herrschend,2 = nein,2 = normal,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,34.66415444514982,1
P81.B127.0,81,127,0,BAUM,5687984.49519818,315390.477299313,108.478362460964,Ulm_min,8.9,3.79999995231628,6.30000019073486,5 = ganz unterstaendig,2 = nein,3 = kuemmernd,2 = mittel,2 = mittel,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,9.48422991254033,2
P81.B128.0,81,128,0,BAUM,5687983.24803138,315391.516136554,108.674687219887,Til_pla,16.8,5.40000009536743,12.6999998092651,4 = beherrscht/unterdrueckt,3 = teilweise,2 = normal,1 = leicht,2 = mittel,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,acer negundo,NA,NA,14.253311282701219,1
P81.B129.0,81,129,0,BAUM,5687981.49090783,315395.769348797,108.789037247998,Que_rob,40.9,12.8999996185303,24.1000003814697,3 = mitherrschend,3 = teilweise,3 = kuemmernd,3 = stark,2 = mittel,0 = kein Schaden,2 = mittel,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,tot ?,NA,NA,38.82358693218562,1
P81.B130.0,81,130,0,BAUM,5687976.34354897,315401.986499391,108.572043935284,Til_pla,10,4.90000009536743,10.1999998092651,4 = beherrscht/unterdrueckt,1 = ja,2 = normal,0 = kein Schaden,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.048065775561252,2
P81.B131.1,81,131,1,BAUM,5687976.83754867,315400.148449944,108.483322992207,Til_cor,7.7,3.70000004768372,6.59999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,2 = mittel,1 = leicht,0 = kein Schaden,2 = mittel,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,8.901748195858259,1
P81.B131.2,81,131,2,BAUM,5687976.77999606,315399.969023886,108.502586983763,Til_cor,6.8,4.30000019073486,6.5,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,8.486236654578152,1
P81.B132.0,81,132,0,BAUM,5687972.36203416,315400.07809243,108.583334926022,Que_rob,36.7,9.60000038146973,21.6000003814697,2 = herrschend,2 = nein,2 = normal,2 = mittel,1 = leicht,1 = leicht,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,33.47914248700759,1
P81.B133.0,81,133,0,BAUM,5687972.32504034,315399.464694652,108.555206284735,Til_cor,10.6,3.59999990463257,6.59999990463257,5 = ganz unterstaendig,1 = ja,3 = kuemmernd,1 = leicht,2 = mittel,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,NA,NA,NA,10.368158582552255,1
P81.B134.0,81,134,0,BAUM,5687973.88139077,315399.239808664,108.490510373407,Til_cor,6.1,4.69999980926514,7.19999980926514,5 = ganz unterstaendig,1 = ja,2 = normal,1 = leicht,1 = leicht,0 = kein Schaden,1 = leicht,0 = kein Schaden,0 = kein Schaden,0 = kein Schaden,0 = kein Käferbefall am Stamm,0 = kein Schaden,NA,NA,NA,bogenlampe,NA,NA,8.175218009209125,1
