dbh,n,cl,sp,time,ca_ind,ca_cohort,cumca
46.5,1.7454,1,7,0,54.620672713530965,95.33492215419695,5824.19264303064
43.5,4.3636,1,1,0,53.87185138187869,235.07521068996584,6059.267853720607
49.5,0.4364,1,2,0,53.109526868039595,23.176997525212478,6082.444851245819
42.5,0.8727,1,1,0,52.11522260571221,45.48095476800505,6127.9258060138245
42.5,0.4364,1,4,0,52.11522260571221,22.74308314513281,6150.668889158957
30.5,0.4364,1,3,0,51.85240065896508,22.62838764757236,6173.29727680653
48.5,0.8727,1,2,0,51.1973278651447,44.67990802791178,6217.977184834442
48.5,0.4364,1,5,0,51.1973278651447,22.34251388034915,6240.319698714791
41.5,1.7454,1,1,0,50.395682632251685,87.96062446633209,6328.280323181123
29.5,0.8727,1,3,0,49.89181550124525,43.54058738793673,6371.820910569059
47.5,2.1818,1,2,0,49.35362644942087,107.67974218734646,6479.5006527564055
40.5,3.0545,1,1,0,48.71374332677382,148.79612899163064,6628.296781748036
46.5,0.4364,1,2,0,47.57748282039458,20.762813502820194,6649.059595250856
39.5,2.1818,1,1,0,47.06982048560908,102.69693433550188,6751.756529586358
42.5,0.8727,1,7,0,46.61599764362367,40.68178114359038,6792.438310729948
45.5,0.8727,1,2,0,45.86782530589062,40.02885114445075,6832.467161874399
38.5,1.7454,1,1,0,45.46423662903656,79.35327861232042,6911.820440486719
38.5,0.4364,1,4,0,45.46423662903656,19.840592864911557,6931.661033351631
44.5,0.4364,1,2,0,44.22346479619834,19.299120037060955,6950.960153388692
37.5,1.3091,1,1,0,43.897224136072815,57.46585611653292,7008.426009505225
40.5,0.8727,1,7,0,42.92841315097775,37.46362615685828,7045.8896356620835
36.5,1.7454,1,1,0,42.36892867693178,73.95072811271673,7119.840363774801
25.5,0.4364,1,3,0,42.2864259021103,18.453796263680935,7138.294160038481
39.5,1.3091,1,7,0,41.16462663363235,53.88861272608811,7192.18277276457
42.5,1.7454,1,2,0,41.1253747680508,71.78022912015587,7263.963001884726
42.5,0.4364,1,5,0,41.1253747680508,17.947113548777367,7281.910115433503
35.5,1.3091,1,1,0,40.87941289924396,53.515239426400264,7335.425354859904
35.5,0.4364,1,4,0,40.87941289924396,17.839775789230064,7353.265130649133
41.5,1.7454,1,2,0,39.668803393347275,69.23792944274834,7422.503060091882
38.5,0.4364,1,7,0,39.45424901708473,17.217834271055775,7439.7208943629375
34.5,0.4364,1,1,0,39.42866032494516,17.20666736580607,7456.927561728744
40.5,0.4364,1,5,0,38.271870520444615,16.70184429512203,7473.629406023866
33.5,1.7454,1,1,0,38.016579416022445,66.35413771272557,7539.983543736592
22.5,0.4364,1,3,0,36.85471743576586,16.083398688968224,7556.06694242556
32.5,2.1818,1,1,0,36.64300776897347,79.94771435034632,7636.014656775907
36.5,2.1818,1,7,0,36.193070495849746,78.96604120784498,7714.980697983751
31.5,0.4364,1,1,0,35.30771639983517,15.40828743688807,7730.388985420639
35.5,0.8727,1,7,0,34.64161668275739,30.231738879042375,7760.620724299682
37.5,0.4364,1,2,0,34.42292965766209,15.022166502603735,7775.642890802285
30.5,0.8727,1,1,0,34.010414083903896,29.68088837102293,7805.323779173308
30.5,0.4364,1,4,0,34.010414083903896,14.842144706215661,7820.165923879524
20.5,0.4364,1,3,0,33.37368591389982,14.564276532825883,7834.730200412349
36.5,0.4364,1,5,0,33.24840616559376,14.509604450665115,7849.239804863015
34.5,0.8727,1,7,0,33.14228515228965,28.92327225240318,7878.163077115418
29.5,2.1818,1,1,0,32.750751716745285,71.45559009559486,7949.6186672110125
35.5,0.8727,1,2,0,32.12531033969264,28.035758333449767,7977.654425544462
33.5,0.4364,1,7,0,31.694464868326342,13.831464468537616,7991.485890013
28.5,1.3091,1,1,0,31.528326665719618,41.273732438093546,8032.7596224510935
27.5,1.7454,1,1,0,30.342687083973836,52.96012603636793,8085.719748487461
32.5,0.8727,1,7,0,30.297448357554646,26.44058318163794,8112.160331669099
33.5,0.4364,1,2,0,30.02662462453099,13.103618986145324,8125.263950655244
26.5,3.0545,1,1,0,29.19333616162832,89.17104530569371,8214.434995960937
32.5,0.4364,1,5,0,29.04765518548434,12.676396722945366,8227.111392683883
31.5,0.4364,1,7,0,28.950441212577473,12.63397254516881,8239.745365229051
31.5,0.4364,1,2,0,28.113366593477025,12.268673181393375,8252.014038410445
25.5,1.7454,1,1,0,28.079736291668535,49.010371723478265,8301.024410133923
30.5,1.7454,1,7,0,27.652571384459854,48.26479809443623,8349.28920822836
30.5,0.4364,1,5,0,27.222104537105785,11.879726419992965,8361.168934648353
24.5,2.6182,1,1,0,27.001313130802057,70.69483803906594,8431.863772687419
24.5,0.8727,1,4,0,27.001313130802057,23.564045969250955,8455.42781865667
29.5,0.4364,1,7,0,26.402898203213947,11.522224775882567,8466.950043432553
29.5,0.4364,1,2,0,26.37223769655884,11.508844530778278,8478.45888796333
29.5,0.4364,1,5,0,26.37223769655884,11.508844530778278,8489.967732494108
23.5,0.8727,1,1,0,25.95745953822596,22.653074939009798,8512.620807433117
28.5,0.4364,1,2,0,25.562161717582914,11.155327373553185,8523.77613480667
28.5,1.7454,1,7,0,25.200421074371363,43.98481494320778,8567.760949749878
15.5,0.4364,1,3,0,25.190147863650992,10.992980527697293,8578.753930277575
22.5,3.9272,1,1,0,24.94753937783982,97.97397664465254,8676.727906922228
22.5,0.4364,1,4,0,24.94753937783982,10.887106184489298,8687.615013106717
27.5,0.8727,1,2,0,24.79030264598424,21.63449711915045,8709.249510225867
26.5,1.3091,1,2,0,24.05511985934053,31.490557407862685,8740.74006763373
26.5,0.8727,1,5,0,24.05511985934053,20.99290310124648,8761.732970734976
27.5,0.4364,1,7,0,24.044087809039695,10.492839919864924,8772.225810654842
21.5,0.4364,1,1,0,23.970891171912427,10.460896907422583,8782.686707562265
21.5,0.8727,1,4,0,23.970891171912427,20.919396725727974,8803.606104287994
25.5,0.4364,1,2,0,23.35510853264895,10.192169363648002,8813.798273651642
25.5,1.3091,1,5,0,23.35510853264895,30.574172580090735,8844.372446231733
20.5,2.1818,1,1,0,23.02683159654731,50.23994117734692,8894.61238740908
20.5,0.8727,1,4,0,23.02683159654731,20.09551593430684,8914.707903343387
26.5,0.4364,1,6,0,22.932802553575808,10.007875034380483,8924.715778377767
26.5,0.4364,1,7,0,22.932802553575808,10.007875034380483,8934.723653412148
24.5,0.4364,1,2,0,22.688801674233275,9.901393050635402,8944.625046462783
24.5,2.6182,1,5,0,22.688801674233275,59.40382054347756,9004.02886700626
13.5,0.8727,1,3,0,22.131130438940428,19.31383753406331,9023.342704540324
19.5,2.6182,1,1,0,22.114658811479234,57.900599700214926,9081.24330424054
23.5,0.8727,1,2,0,22.054771767460863,19.247199321463096,9100.490503562003
25.5,0.4364,1,6,0,21.865433293148055,9.542075089129812,9110.032578651133
25.5,0.4364,1,7,0,21.865433293148055,9.542075089129812,9119.574653740263
22.5,0.8727,1,2,0,21.451632052745072,18.720839292430625,9138.295493032694
18.5,2.6182,1,1,0,21.233655618760814,55.59395714103956,9193.889450173734
18.5,0.4364,1,4,0,21.233655618760814,9.266367312027219,9203.155817485762
21.5,0.8727,1,2,0,20.878037482997478,18.220263311411898,9221.376080797174
21.5,0.4364,1,5,0,20.878037482997478,9.111175557580099,9230.487256354754
24.5,1.7454,1,6,0,20.840818910942208,36.37556532715853,9266.862821681912
24.5,1.7454,1,7,0,20.840818910942208,36.37556532715853,9303.23838700907
17.5,3.0545,1,1,0,20.38309244675955,62.26015587862705,9365.498542887697
17.5,1.7454,1,4,0,20.38309244675955,35.576649556574125,9401.075192444272
20.5,0.8727,1,2,0,20.3326853842013,17.744334534792475,9418.819526979065
23.5,0.4364,1,6,0,19.857775791555202,8.66593335543469,9427.4854603345
23.5,2.1818,1,7,0,19.857775791555202,43.32569522201514,9470.811155556514
19.5,0.8727,1,2,0,19.814315851153648,17.29195344330179,9488.103108999816
19.5,0.4364,1,5,0,19.814315851153648,8.646967437443452,9496.75007643726
16.5,1.3091,1,1,0,19.56223015757776,25.608915499285043,9522.358991936544
16.5,0.4364,1,4,0,19.56223015757776,8.536957240766935,9530.895949177311
18.5,0.4364,1,2,0,19.32171190671196,8.4319950760891,9539.3279442534
18.5,0.4364,1,5,0,19.32171190671196,8.4319950760891,9547.75993932949
11.5,0.4364,1,3,0,19.19675635859897,8.37746447489259,9556.137403804381
22.5,1.7454,1,7,0,18.91510396320003,33.01442245736933,9589.15182626175
17.5,0.4364,1,2,0,18.853699451117265,8.227754440467574,9597.379580702218
17.5,1.3091,1,5,0,18.853699451117265,24.68137795145761,9622.060958653676
15.5,0.8727,1,1,0,18.770322677530704,16.380860600681046,9638.441819254356
15.5,0.4364,1,4,0,18.770322677530704,8.1913688164744,9646.633188070831
16.5,1.7454,1,5,0,18.409147026183533,32.13132521950074,9678.764513290333
21.5,0.4364,1,6,0,18.011592778712917,7.860259088630317,9686.624772378964
21.5,0.4364,1,7,0,18.011592778712917,7.860259088630317,9694.485031467595
14.5,3.9272,1,1,0,18.006619451675355,70.71559591061946,9765.200627378215
14.5,3.0545,1,4,0,18.006619451675355,55.001219115142376,9820.201846493357
10.5,0.8727,1,3,0,17.776446864654847,15.513505178784285,9835.715351672141
14.5,0.8727,1,5,0,17.58610711497274,15.347395679236712,9851.062747351378
13.5,3.0545,1,1,0,17.27036772457654,52.752338214719046,9903.815085566097
13.5,1.7454,1,4,0,17.27036772457654,30.143699826475896,9933.958785392573
13.5,0.4364,1,5,0,17.205565654077805,7.508508851439554,9941.467294244012
20.5,1.7454,1,6,0,17.14602614002556,29.92667402480061,9971.393968268812
20.5,1.3091,1,7,0,17.14602614002556,22.445862819907457,9993.83983108872
12.5,0.3657107471040662,1,2,0,16.844374851052816,6.160168911279469,10000
12.5,0,1,2,0,16.844374851052816,0,10000
12.5,0.07068925289593381,2,2,0,16.844374851052816,1.19071627371998,10001.19071627372
12.5,0.8727,2,5,0,16.844374851052816,14.700085932513794,10015.890802206235
12.5,4.3636,2,1,0,16.560814650536518,72.26477080908114,10088.155573015316
12.5,2.1818,2,4,0,16.560814650536518,36.13238540454057,10124.287958419856
11.5,0.4364,2,2,0,16.501607953051764,7.20130171071179,10131.489260130567
11.5,0.4364,2,5,0,16.501607953051764,7.20130171071179,10138.690561841278
19.5,1.3091,2,6,0,16.31718727476483,21.360829861394638,10160.051391702673
19.5,2.6182,2,7,0,16.31718727476483,42.721659722789276,10202.773051425462
11.5,5.2363,2,1,0,15.877209237404918,83.13783072982336,10285.910882155285
11.5,1.3091,2,4,0,15.877209237404918,20.784854612686775,10306.695736767972
9.5,0.4364,2,5,0,15.867830419516288,6.924721195076908,10313.620457963048
18.5,0.4364,2,6,0,15.523863077005524,6.774613846805211,10320.395071809853
18.5,1.3091,2,7,0,15.523863077005524,20.32228915410793,10340.717360963961
7.5,0.4364,2,5,0,15.29757120848393,6.675860075382388,10347.393221039343
10.5,4.8,2,1,0,15.2188041288373,73.05025981841904,10420.443480857763
10.5,6.5454,2,4,0,15.2188041288373,99.61316054489167,10520.056641402654
8.5,1.3091,2,3,0,15.029462375006169,19.675069195120575,10539.731710597775
17.5,1.7454,2,6,0,14.76484802696829,25.770565746270453,10565.502276344045
17.5,2.6182,2,7,0,14.76484802696829,38.657325104208375,10604.159601448253
9.5,5.6727,2,1,0,14.584857230491897,82.73551961141138,10686.895121059664
9.5,5.2363,2,4,0,14.584857230491897,76.37068791602472,10763.26580897569
16.5,2.1818,2,6,0,14.038947706670793,30.630176106414336,10793.895985082105
16.5,2.1818,2,7,0,14.038947706670793,30.630176106414336,10824.52616118852
8.5,9.5999,2,1,0,13.974633186154536,134.15508112376492,10958.681242312285
8.5,5.6727,2,4,0,13.974633186154536,79.27390167509884,11037.955143987383
7.5,0.4364,2,3,0,13.702613669056724,5.9798206051763545,11043.93496459256
7.5,11.3453,2,1,0,13.387404710172373,151.88412265831863,11195.819087250879
7.5,4.8,2,4,0,13.387404710172373,64.25954260882739,11260.078629859707
15.5,2.6182,2,6,0,13.344981930253928,34.93983168979083,11295.018461549498
15.5,1.3091,2,7,0,13.344981930253928,17.469915844895414,11312.488377394393
6.5,11.3453,2,1,0,12.82245378286656,145.474584902756,11457.96296229715
6.5,7.4181,2,4,0,12.82245378286656,95.11824440668244,11553.081206703831
14.5,2.6182,2,6,0,12.681787508965483,33.203456055973426,11586.284662759805
14.5,2.1818,2,7,0,12.681787508965483,27.66912398706089,11613.953786746866
6.5,1.7454,2,3,0,12.4066798492454,21.65461900887292,11635.608405755738
5.5,15.7089,2,1,0,12.27907271579335,192.89072538512613,11828.499131140865
5.5,7.4181,2,4,0,12.27907271579335,91.08738931302665,11919.586520453891
13.5,2.1818,2,6,0,12.048220671640722,26.28680786138573,11945.873328315278
13.5,1.7454,2,7,0,12.048220671640722,21.028964360281716,11966.902292675559
12.5,6.109,2,6,0,11.443159162021578,69.90625932078981,12036.808551996348
12.5,2.6182,2,7,0,11.443159162021578,29.960479318004893,12066.769031314352
5.5,0.8727,2,3,0,11.14147964884505,9.723169289547075,12076.4922006039
11.5,5.2363,2,6,0,10.86550403444964,56.895038775588645,12133.387239379488
11.5,0.8727,2,7,0,10.86550403444964,9.482325370864201,12142.869564750352
10.5,8.7272,2,6,0,10.314181169397255,90.01392190156372,12232.883486651916
10.5,1.3091,2,7,0,10.314181169397255,13.502294568857947,12246.385781220773
9.5,11.7817,2,6,0,9.788142530006757,115.32095884578062,12361.706740066555
9.5,2.6182,2,7,0,9.788142530006757,25.62731477206369,12387.334054838619
8.5,8.2908,2,6,0,9.286367180328334,76.99141301866617,12464.325467857285
8.5,2.6182,2,7,0,9.286367180328334,24.313566551535644,12488.639034408821
7.5,15.7089,2,6,0,8.807862085316783,138.3618247120328,12627.000859120853
7.5,2.1818,2,7,0,8.807862085316783,19.216993497744156,12646.217852618598
6.5,12.2181,2,6,0,8.351662711897365,102.0414501802332,12748.259302798831
6.5,3.4909,2,7,0,8.351662711897365,29.154819360962513,12777.414122159795
5.5,14.3999,2,6,0,7.916833449569739,114.00160999045929,12891.415732150253
5.5,5.2363,2,7,0,7.916833449569739,41.45491499198202,12932.870647142236
121.47712668862778,0.39487372151655237,1,5,5,231.12640706224911,91.26574449741987,91.26574449741987
107.47712668862778,0.39487372151655237,1,5,5,212.48261202462623,83.9037997677219,175.16954426514178
105.47712668862778,0.39487372151655237,1,5,5,208.8432060508846,82.46669398676096,257.63623825190274
104.47712668862778,0.39487372151655237,1,5,5,206.92103021825014,81.70767726231942,339.34391551422215
102.47712668862778,0.39487372151655237,1,5,5,202.86789403991503,80.10720029576686,419.451115809989
100.47712668862778,0.39487372151655237,1,5,5,198.53323941359642,78.39555909198349,497.8466749019725
94.21644926415402,0.41922107055517205,1,2,5,183.15448726964857,76.7822202301657,574.6288951321383
91.21644926415402,0.41922107055517205,1,2,5,174.86114127669043,73.30547484451334,647.9343699766516
85.21644926415402,0.41922107055517205,1,2,5,156.76727531045813,65.72014498366765,713.6545149603193
84.21644926415402,0.41922107055517205,1,2,5,153.59400236784276,64.38984210350067,778.0443570638199
83.21644926415402,0.41922107055517205,1,2,5,150.38618591338385,63.045057855317914,841.0894149191379
82.21644926415402,0.41922107055517205,1,2,5,147.14825166316976,61.687647592555905,902.7770625116938
81.21644926415402,0.8383460776202993,1,2,5,143.88480187063004,120.6252592774166,1023.4023217891104
80.21644926415402,0.8383460776202993,1,2,5,140.60059031204895,117.8719533992049,1141.2742751883152
79.21644926415402,0.41922107055517205,1,2,5,137.30049538435915,57.5592606627865,1198.8335358511017
70.95431943139728,0.431837004867414,1,3,5,134.67648003093578,58.1582877626454,1256.991823613747
80.32955580461044,0.4093835870359691,1,1,5,131.77688936801985,53.94729565792203,1310.9391192716691
76.47712668862778,0.39487372151655237,1,5,5,128.21958924781265,50.6305463776075,1361.5696656492767
76.21644926415402,0.8383460776202993,1,2,5,127.3549573993548,106.76752900124941,1468.337194650526
75.21644926415402,0.8383460776202993,1,2,5,124.04158546566647,103.98977663694461,1572.3269712874708
74.47712668862778,0.7896569586789534,1,5,5,121.59766342897137,96.02044108578852,1668.3474123732592
74.21644926415402,0.8383460776202993,1,2,5,120.73755965691254,101.21985955981953,1769.5672719330787
62.95431943139727,0.431837004867414,1,3,5,119.75516627206548,51.71471232032791,1821.2819842534066
73.21644926415402,0.8383460776202993,1,2,5,117.44787841440572,98.46196819354286,1919.7439524469494
71.6408136161414,0.4095909538572818,1,7,5,117.2752651943847,48.03488773483371,1967.7788401817832
72.21644926415402,0.8383460776202993,1,2,5,114.17745316465705,95.72022001326567,2063.499060195049
71.47712668862778,0.39487372151655237,1,5,5,111.77475541966068,44.13691364416384,2107.635973839213
58.95431943139727,0.431837004867414,1,3,5,111.73577443752912,48.25164216964353,2155.8876160088566
71.21644926415402,1.2575671481754713,1,2,5,110.93107942060644,139.50328119099876,2295.3908971998553
70.21644926415402,0.41922107055517205,1,2,5,107.7134093540477,45.15573078255136,2340.546627982407
56.95431943139727,0.431837004867414,1,3,5,107.6155066862832,46.4723580846937,2387.0189860671003
69.21644926415402,1.6766921552405987,1,2,5,104.52892616265514,175.26283049264765,2562.2818165597478
66.6408136161414,0.4095909538572818,1,7,5,104.2645740928251,42.70582635620346,2604.9876429159513
68.47712668862778,0.7896569586789534,1,5,5,102.19843069455642,80.70170196402522,2685.6893448799765
68.21644926415402,0.41922107055517205,1,2,5,101.38192051693724,42.50143725404979,2728.1907821340264
65.32955580461044,0.4093835870359691,1,1,5,99.22901781346668,40.622731250533064,2768.8135133845594
52.95431943139727,0.431837004867414,1,3,5,99.2042563869173,42.84006894822539,2811.653582332785
64.6408136161414,0.4095909538572818,1,7,5,98.99183180046761,40.54615881123313,2852.199741144018
67.21644926415402,1.6766921552405987,1,2,5,98.27646932927347,164.77938516913613,3016.979126313154
64.32955580461044,0.4093835870359691,1,1,5,96.98274049773038,39.70314218553941,3056.6822684986937
66.21644926415402,1.2575671481754713,1,2,5,95.2164170402714,119.74103803682046,3176.4233065355143
63.32955580461043,0.8186733648173471,1,1,5,94.73929146626783,77.56053452510086,3253.9838410606153
65.47712668862778,0.7896569586789534,1,5,5,92.98536202675699,73.42653817971036,3327.4103792403257
62.32955580461043,0.8186733648173471,1,1,5,92.50091557957157,75.72803580621321,3403.1384150465387
65.21644926415402,0.8383460776202993,1,2,5,92.20535956842673,77.30000152975988,3480.4384165762986
64.47712668862778,0.39487372151655237,1,5,5,90.01268628174857,35.54364441577598,3515.9820609920744
64.21644926415402,1.2575671481754713,1,2,5,89.24663101889483,112.23363125470013,3628.2156922467743
60.32955580461043,0.4093835870359691,1,1,5,88.04825235220726,36.04550938019481,3664.261201626969
63.21644926415402,1.6766921552405987,1,2,5,86.34329319746058,144.7711223618211,3809.0323239887903
59.6408136161414,0.819088050942369,1,7,5,85.8915642886575,70.35275398558767,3879.385077974378
62.47712668862778,0.39487372151655237,1,5,5,84.23404809195715,33.26181204847536,3912.6468900228533
45.95431943139727,0.431837004867414,1,3,5,84.1723457307612,36.34873367303638,3948.9956236958897
62.21644926415402,2.93425930341607,1,2,5,83.49812792780139,245.0051586899764,4194.000782385866
58.6408136161414,0.4095909538572818,1,7,5,83.31402878547013,34.12467251993374,4228.125454905799
57.6408136161414,0.819088050942369,1,7,5,80.75863012897142,66.14842894911487,4294.273883854914
61.21644926415402,1.2575671481754713,1,2,5,80.71363212500906,101.50281217033175,4395.776696025246
60.21644926415402,0.8383460776202993,1,2,5,77.99201553703978,65.38430031117873,4461.160996336424
55.32955580461043,0.8186733648173471,1,1,5,77.15648179178864,63.16595656595197,4524.326952902376
55.6408136161414,0.4095909538572818,1,7,5,75.72693216662707,31.017066378814455,4555.344019281191
41.95431943139727,0.8635750553340792,1,3,5,75.56888419697086,65.25940335193373,4620.603422633125
59.21644926415402,1.2575671481754713,1,2,5,75.33520102906726,94.73907391534995,4715.342496548475
54.6408136161414,0.4095909538572818,1,7,5,73.25663200402063,30.005253778898688,4745.347750327373
53.32955580461043,0.8186733648173471,1,1,5,72.93749531605785,59.711984711746574,4805.05973503912
58.21644926415402,1.2575671481754713,1,2,5,72.74482725419082,91.48150495457006,4896.54123999369
52.32955580461043,1.2280569518533162,1,1,5,70.86475666416214,87.02595706281794,4983.567197056508
53.6408136161414,0.4095909538572818,1,7,5,70.82044116554606,29.007412049589515,5012.574609106097
57.21644926415402,1.2575671481754713,1,2,5,70.22225352795822,88.309199107609345,5100.883808213706
51.32955580461043,0.8186733648173471,1,1,5,68.81868350811017,56.340023189884626,5157.223831403591
52.6408136161414,0.4095909538572818,1,7,5,68.42095869776318,28.024605736846503,5185.248437140438
56.47712668862778,0.39487372151655237,1,5,5,68.40149882746856,27.0099543993126,5212.258391539751
56.21644926415402,1.6766921552405987,1,2,5,67.76856670386235,113.62702416426524,5325.885415704016
51.6408136161414,0.4095909538572818,1,7,5,66.0606059323024,27.057826596201746,5352.943242300218
36.95431943139727,0.431837004867414,1,3,5,64.98107353860948,28.06123216998229,5381.0044744702
50.6408136161414,0.4095909538572818,1,7,5,63.741619425726675,26.10799070099123,5407.112465171192
54.21644926415402,0.41922107055517205,1,2,5,63.070892376628294,26.440647023000153,5433.553112194192
48.32955580461043,1.2280569518533162,1,1,5,62.85502526817694,77.18955073950053,5510.742662933692
53.47712668862778,0.39487372151655237,1,5,5,61.405711612853885,24.24750186693979,5534.990164800633
