dbh,n,rel_freq,time
7.5,177.2171,0.38971339477544165,0
12.5,81.1651,0.17848800515462784,0
17.5,53.1652,0.11691417236776423,0
22.5,32.60789999999999,0.07170716260167963,0
27.5,20.911499999999997,0.04598592153266613,0
32.5,14.531699999999999,0.03195627362629388,0
37.5,9.2151,0.020264680463652616,0
42.5,11.3418,0.02494144967310775,0
47.5,13.113999999999999,0.028838647393988174,0
52.5,6.3797,0.014029427999041204,0
57.5,7.7973,0.017146834324015862,0
62.5,10.2785,0.02260317502204571,0
67.5,5.6706,0.012470065114560726,0
72.5,6.0252,0.01324985651046649,0
77.5,3.1898999999999997,0.007014823953186127,0
82.5,1.0632,0.0023380547437309917,0
87.5,0.7088,0.0015587031624873279,0
92.5,0.3544,7.793515812436639e-4,0
2.5,60.68498502409169,0.12925735111392958,5
7.5,126.32512020166612,0.26906903593918313,5
12.5,89.20910053550247,0.19001293360948435,5
17.5,52.2766149239334,0.11134775377447972,5
22.5,31.928518204889546,0.06800686671535801,5
27.5,23.730801912530218,0.05054595619996104,5
32.5,14.892166328510733,0.03171990519907297,5
37.5,8.185420279529415,0.017434720345834827,5
42.5,11.417180952159839,0.024318281803624484,5
47.5,10.823450332285429,0.02305365189278689,5
52.5,8.194932130457632,0.017454980327025953,5
57.5,6.278297770811145,0.013372601790004051,5
62.5,8.733451079572356,0.018602010895783488,5
67.5,4.478075633428482,0.00953817808861627,5
72.5,6.9573083254252435,0.01481887561923834,5
77.5,2.50312149895948,0.005331580033238609,5
82.5,1.5742431974278772,0.003353094766817007,5
87.5,0.6386274607717023,0.0013602589486541733,5
92.5,0.6582070504876539,0.0014019629369072268,5
2.5,60.68498502409169,0.1251632348616733,10
7.5,126.5526938500547,0.2610158762739007,10
12.5,100.90889304223477,0.208125345577042,10
17.5,56.78723835628163,0.11712410324747352,10
22.5,35.19035920044762,0.07258037868384885,10
27.5,20.61446494979918,0.04251748792613411,10
32.5,16.39059512718431,0.033805724869371404,10
37.5,9.323663570071544,0.019230125750691142,10
42.5,9.328147764220638,0.019239374434615604,10
47.5,9.300255980182119,0.019181847421715487,10
52.5,8.548408372725442,0.017631156115868934,10
57.5,6.548128153062953,0.013505563222941911,10
62.5,6.276450102208058,0.012945225213920185,10
67.5,5.833907520855101,0.012032477834577804,10
72.5,6.337711003860763,0.013071576281129831,10
77.5,2.8226952188150425,0.005821829971206415,10
82.5,1.9305616856910024,0.003981797895890765,10
87.5,0.5755155441743576,0.0011870051083219659,10
92.5,0.892054616736024,0.00183986930967595,10
2.5,60.68498502409169,0.12121069235560801,15
7.5,144.9069638231894,0.2894335955621458,15
12.5,105.76297732098858,0.21124836236802505,15
17.5,45.80751830680309,0.09149480727160972,15
22.5,40.55583509545971,0.08100522475253122,15
27.5,22.136570336198826,0.044215039614231746,15
32.5,17.81851154050754,0.03559025547610964,15
37.5,9.348142422389758,0.018671749112352243,15
42.5,7.335639655830155,0.014652025722696235,15
47.5,9.287744288211998,0.018551111368802223,15
52.5,7.953785223007084,0.015886694432663294,15
57.5,5.177016337060278,0.0103404447459656,15
62.5,5.03898398604412,0.010064742332469104,15
67.5,6.306157987234168,0.012595764428928305,15
72.5,5.663759504921011,0.011312653544440863,15
77.5,3.333696412169436,0.006658642991541413,15
82.5,1.9522921488446356,0.003899460186863875,15
87.5,0.49690630588185325,9.925083996955057e-4,15
92.5,0.7671959328243958,0.0015323782341403558,15
97.5,0.3223465753079692,6.43847099179916e-4,15
2.5,60.68498502409169,0.1174337413022882,20
7.5,156.76157077277693,0.30335506783040805,20
12.5,103.53742617161896,0.20035907259951827,20
17.5,56.2313001020374,0.10881525218556863,20
22.5,39.3127110567905,0.07607546971136195,20
27.5,21.399590309664273,0.041411132447382225,20
32.5,18.15645521876958,0.03513522272900126,20
37.5,11.566811039543543,0.022383360476581723,20
42.5,5.458912748116533,0.010563742368883864,20
47.5,8.510531199570114,0.01646904121074764,20
52.5,7.602594082170478,0.014712058778913382,20
57.5,5.289504658781587,0.010235914558930923,20
62.5,4.546722595451945,0.008798529732447007,20
67.5,6.4212495213867395,0.012425995570940804,20
72.5,3.5282771529075756,0.006827698585619349,20
77.5,4.363054401910493,0.008443106671582072,20
82.5,1.9455425947667702,0.0037648908651080797,20
87.5,0.4414262015651055,8.542200403949795e-4,20
92.5,0.6883755781100258,0.0013321008405372977,20
97.5,0.3123197940593242,6.043814937844351e-4,20
2.5,60.684985024091695,0.1138463006757186,25
7.5,164.17353511449951,0.30799298433081734,25
12.5,97.71830652171262,0.18332158607893537,25
17.5,70.54379489951121,0.13234163412494282,25
22.5,40.228174044642024,0.07546889557776576,25
27.5,24.170629842252477,0.04534460693118972,25
32.5,15.54730798683456,0.02916707483843795,25
37.5,12.936672443166012,0.024269467976687616,25
42.5,5.2905861130031555,0.009925250160853175,25
47.5,8.723851747094397,0.016366128271364227,25
52.5,6.1466174916990965,0.0115311829247515,25
57.5,6.187049259473149,0.011607033766422272,25
62.5,3.9791117318250806,0.00746489680212981,25
67.5,5.375048347505607,0.010083703078672826,25
72.5,3.1368703415695838,0.005884834344859759,25
77.5,4.3213446427216855,0.008106932898201902,25
82.5,1.9784377196815337,0.003711590526283041,25
87.5,0.980406595626826,0.0018392632712338698,25
92.5,0.4216948749787104,7.911084020400876e-4,25
97.5,0.4986751559959227,9.355250186925862e-4,25
2.5,60.68498502409169,0.11043783401073935,30
7.5,184.2686534756493,0.33534211070246206,30
12.5,89.51147381406744,0.1628978450470102,30
17.5,73.21069146287259,0.13323279536739396,30
