dbh,n,cl,sp,time,ca_ind,ca_cohort,cumca
46.5,0.7089,1,2,0,47.57748282039458,33.72767757137772,4956.896823434383
39.5,0.7089,1,1,0,47.06982048560908,33.367795742248276,4990.264619176631
39.5,0.3544,1,4,0,47.06982048560908,16.681544380099858,5006.94616355673
42.5,0.7089,1,7,0,46.61599764362367,33.04608072956482,5039.992244286295
27.5,0.7089,1,3,0,46.03990544843964,32.63768897239886,5072.629933258694
45.5,1.0633,1,5,0,45.86782530589062,48.77125864775349,5121.401191906448
38.5,0.7089,1,1,0,45.46423662903656,32.22959734632402,5153.630789252772
38.5,0.3544,1,4,0,45.46423662903656,16.11252546133056,5169.743314714103
41.5,0.3544,1,7,0,44.745593056075855,15.857838179073283,5185.601152893176
44.5,0.7089,1,5,0,44.22346479619834,31.350014194025004,5216.951167087201
37.5,0.3544,1,1,0,43.897224136072815,15.557176233824205,5232.508343321025
37.5,0.3544,1,4,0,43.897224136072815,15.557176233824205,5248.065519554849
40.5,1.0633,1,7,0,42.92841315097775,45.645781703434636,5293.711301258283
43.5,0.7089,1,2,0,42.64310876264411,30.22969980183841,5323.941001060121
36.5,0.7089,1,1,0,42.36892867693178,30.035333539076937,5353.976334599199
25.5,0.3544,1,3,0,42.2864259021103,14.98630933970789,5368.962643938907
39.5,1.0633,1,7,0,41.16462663363235,43.77034749954127,5412.732991438448
42.5,1.4177,1,2,0,41.1253747680508,58.30344380866561,5471.036435247113
42.5,0.7089,1,5,0,41.1253747680508,29.15377817307121,5500.190213420185
35.5,0.7089,1,1,0,40.87941289924396,28.97941580427404,5529.169629224459
35.5,0.3544,1,4,0,40.87941289924396,14.487663931492058,5543.65729315595
24.5,0.7089,1,3,0,40.448663862767425,28.674057812315827,5572.331350968267
41.5,0.7089,1,2,0,39.668803393347275,28.121214725543883,5600.45256569381
38.5,0.3544,1,7,0,39.45424901708473,13.982585851654827,5614.4351515454655
34.5,1.0633,1,1,0,39.42866032494516,41.92449452351419,5656.35964606898
23.5,1.0633,1,3,0,38.63787246983835,41.08364979717911,5697.443295866159
40.5,0.3544,1,2,0,38.271870520444615,13.56355091244557,5711.006846778605
40.5,0.3544,1,5,0,38.271870520444615,13.56355091244557,5724.570397691051
33.5,0.3544,1,1,0,38.016579416022445,13.473075745038354,5738.043473436089
33.5,0.3544,1,4,0,38.016579416022445,13.473075745038354,5751.516549181127
39.5,0.3544,1,2,0,36.93299892624208,13.089054819460193,5764.605604000587
39.5,0.3544,1,5,0,36.93299892624208,13.089054819460193,5777.694658820047
32.5,0.3544,1,1,0,36.64300776897347,12.986281953324196,5790.680940773372
38.5,0.3544,1,2,0,35.65056915614225,12.634561708936811,5803.315502482308
38.5,0.7089,1,5,0,35.65056915614225,25.272688474789238,5828.588190957097
31.5,0.7089,1,1,0,35.30771639983517,25.029640155843154,5853.617831112941
35.5,0.7089,1,7,0,34.64161668275739,24.55744206640671,5878.175273179348
37.5,0.3544,1,5,0,34.42292965766209,12.199486270675443,5890.374759450023
30.5,1.0633,1,1,0,34.010414083903896,36.16327329541501,5926.538032745438
20.5,0.3544,1,3,0,33.37368591389982,11.827634287886095,5938.365667033324
34.5,1.0633,1,7,0,33.14228515228965,35.240191802429585,5973.605858835754
29.5,1.0633,1,1,0,32.750751716745285,34.823874300415255,6008.429733136169
29.5,0.3544,1,4,0,32.750751716745285,11.606866408414529,6020.036599544583
33.5,0.7089,1,7,0,31.694464868326342,22.468206145156543,6042.504805689739
19.5,1.0633,1,3,0,31.676848482415338,33.681992991352224,6076.186798681092
28.5,0.3544,1,1,0,31.528326665719618,11.173638970331032,6087.360437651423
28.5,1.0633,1,4,0,31.528326665719618,33.524069743659666,6120.884507395082
34.5,1.0633,1,5,0,31.05194766408362,33.01753595122011,6153.902043346303
27.5,2.8355,1,1,0,30.342687083973836,86.03668922660782,6239.93873257291
27.5,0.3544,1,4,0,30.342687083973836,10.753448302560328,6250.6921808754705
32.5,0.3544,1,6,0,30.297448357554646,10.737415697917367,6261.429596573388
32.5,1.0633,1,7,0,30.297448357554646,32.215276838587855,6293.644873411976
33.5,0.7089,1,2,0,30.02662462453099,21.285874196330017,6314.930747608306
18.5,1.4177,1,3,0,30.00972669180686,42.54478953097458,6357.47553713928
26.5,1.7722,1,1,0,29.19333616162832,51.73643034563771,6409.211967484918
26.5,0.3544,1,4,0,29.19333616162832,10.346118335681076,6419.558085820599
32.5,0.7089,1,2,0,29.04765518548434,20.591882760989847,6440.149968581589
31.5,0.3544,1,7,0,28.950441212577473,10.260036365737456,6450.410004947326
17.5,0.3544,1,3,0,28.372697368748035,10.055283947484304,6460.46528889481
25.5,1.4177,1,1,0,28.079736291668535,39.80864214069848,6500.273931035509
25.5,0.3544,1,4,0,28.079736291668535,9.951458541767328,6510.2253895772765
30.5,1.7722,1,7,0,27.652571384459854,49.005887007539755,6559.231276584816
30.5,1.0633,1,2,0,27.222104537105785,28.94526375430458,6588.176540339121
30.5,0.3544,1,5,0,27.222104537105785,9.64751384795029,6597.824054187071
24.5,1.7722,1,1,0,27.001313130802057,47.851727130407404,6645.675781317478
24.5,1.0633,1,4,0,27.001313130802057,28.710496251981823,6674.38627756946
16.5,1.7722,1,3,0,26.766081981942552,47.43485048839859,6721.821128057858
29.5,0.3544,1,6,0,26.402898203213947,9.357187123219022,6731.178315181077
29.5,1.4177,1,7,0,26.402898203213947,37.43138878269641,6768.609703963773
29.5,0.7089,1,2,0,26.37223769655884,18.69527930309056,6787.304983266864
23.5,2.481,1,1,0,25.95745953822596,64.40045711433861,6851.705440381203
23.5,1.7722,1,4,0,25.95745953822596,46.00180979364405,6897.707250174847
28.5,0.3544,1,5,0,25.562161717582914,9.059230112711385,6906.766480287559
28.5,0.7089,1,7,0,25.200421074371363,17.86457849962186,6924.63105878718
15.5,1.4177,1,3,0,25.190147863650992,35.71207262629801,6960.343131413479
22.5,1.0633,1,1,0,24.94753937783982,26.52671862045708,6986.869850033936
22.5,1.4177,1,4,0,24.94753937783982,35.368126575963515,7022.237976609899
27.5,1.0633,1,2,0,24.79030264598424,26.35952880347504,7048.597505413374
26.5,0.7089,1,2,0,24.05511985934053,17.0526744682865,7065.650179881661
27.5,0.7089,1,6,0,24.044087809039695,17.04485384782824,7082.695033729489
27.5,0.7089,1,7,0,24.044087809039695,17.04485384782824,7099.739887577318
21.5,0.7089,1,1,0,23.970891171912427,16.99296475176872,7116.732852329086
21.5,0.3544,1,4,0,23.970891171912427,8.495283831325764,7125.228136160412
14.5,0.7089,1,3,0,23.645109580528796,16.76201818163686,7141.990154342048
25.5,0.3544,1,5,0,23.35510853264895,8.277050463970788,7150.267204806019
20.5,2.8355,1,1,0,23.02683159654731,65.2925809920099,7215.559785798029
20.5,1.7722,1,4,0,23.02683159654731,40.808150955401146,7256.3679367534305
26.5,0.3544,1,6,0,22.932802553575808,8.127385224987266,7264.495321978417
26.5,0.7089,1,7,0,22.932802553575808,16.25706373022989,7280.752385708647
24.5,0.7089,1,2,0,22.688801674233275,16.084091506863967,7296.836477215511
13.5,0.7089,1,3,0,22.131130438940428,15.68875836816487,7312.525235583676
19.5,2.8355,1,1,0,22.114658811479234,62.70611505994937,7375.231350643625
19.5,0.3544,1,4,0,22.114658811479234,7.83743508278824,7383.068785726413
25.5,0.7089,1,6,0,21.865433293148055,15.500405661512655,7398.5691913879255
25.5,0.7089,1,7,0,21.865433293148055,15.500405661512655,7414.069597049438
22.5,1.0633,1,2,0,21.451632052745072,22.809520361683834,7436.879117411122
18.5,1.0633,1,1,0,21.233655618760814,22.57774601942837,7459.456863430551
18.5,0.7089,1,4,0,21.233655618760814,15.05253846813954,7474.50940189869
21.5,0.3544,1,2,0,20.878037482997478,7.399176483974306,7481.908578382664
21.5,0.3544,1,5,0,20.878037482997478,7.399176483974306,7489.307754866638
24.5,0.3544,1,6,0,20.840818910942208,7.385986222037918,7496.693741088676
24.5,0.3544,1,7,0,20.840818910942208,7.385986222037918,7504.079727310714
12.5,1.0633,1,3,0,20.648324109865555,21.955363026020045,7526.035090336733
17.5,1.7722,1,1,0,20.38309244675955,36.12291643414728,7562.158006770881
17.5,1.0633,1,4,0,20.38309244675955,21.67334219863943,7583.83134896952
20.5,0.7089,1,2,0,20.3326853842013,14.413840668860303,7598.245189638381
23.5,1.0633,1,6,0,19.857775791555202,21.114772999160646,7619.359962637542
23.5,1.4177,1,7,0,19.857775791555202,28.15236873968781,7647.512331377229
19.5,0.3544,1,2,0,19.814315851153648,7.022193537648852,7654.534524914878
16.5,2.8355,1,1,0,19.56223015757776,55.46870361181173,7710.00322852669
16.5,1.0633,1,4,0,19.56223015757776,20.80051932655243,7730.803747853242
11.5,1.0633,1,3,0,19.19675635859897,20.411911036098285,7751.21565888934
22.5,1.7722,1,6,0,18.91510396320003,33.521347243583094,7784.737006132924
22.5,0.7089,1,7,0,18.91510396320003,13.4089171995125,7798.145923332437
17.5,0.7089,1,2,0,18.853699451117265,13.365387540897029,7811.511310873334
15.5,4.2532,1,1,0,18.770322677530704,79.83393641207358,7891.345247285408
15.5,0.7089,1,4,0,18.770322677530704,13.306281746101515,7904.651529031509
16.5,0.3544,1,2,0,18.409147026183533,6.5242017060794435,7911.175730737588
21.5,0.7089,1,6,0,18.011592778712917,12.768418120829587,7923.944148858418
21.5,1.0633,1,7,0,18.011592778712917,19.151726601605443,7943.095875460023
14.5,2.481,1,1,0,18.006619451675355,44.67442285960655,7987.77029831963
14.5,0.7089,1,4,0,18.006619451675355,12.76489252929266,8000.535190848922
15.5,0.3544,1,2,0,17.986965417366076,6.374580543914537,8006.909771392837
10.5,0.7089,1,3,0,17.776446864654847,12.60172318235382,8019.51149457519
14.5,0.3544,1,2,0,17.58610711497274,6.232516361546339,8025.744010936736
13.5,3.5443,1,1,0,17.27036772457654,61.21136432621663,8086.955375262953
13.5,0.3544,1,4,0,17.27036772457654,6.120618321589926,8093.075993584543
20.5,2.1266,1,6,0,17.14602614002556,36.46273918937835,8129.538732773921
20.5,2.481,1,7,0,17.14602614002556,42.53929085340341,8172.078023627324
12.5,0.3544,1,2,0,16.844374851052816,5.969646447213118,8178.047670074538
12.5,2.481,1,1,0,16.560814650536518,41.0873811479811,8219.135051222518
12.5,3.1899,1,4,0,16.560814650536518,52.82734265374644,8271.962393876265
11.5,0.3544,1,2,0,16.501607953051764,5.848169858561545,8277.810563734827
9.5,3.1899,1,3,0,16.38737111760575,52.27407512805058,8330.084638862878
19.5,1.7722,1,6,0,16.31718727476483,28.91731928833823,8359.001958151217
19.5,1.7722,1,7,0,16.31718727476483,28.91731928833823,8387.919277439556
11.5,3.8988,1,1,0,15.877209237404918,61.902063374794295,8449.821340814351
11.5,3.5443,1,4,0,15.877209237404918,56.273592700134245,8506.094933514485
9.5,0.7089,1,2,0,15.867830419516288,11.248704984395097,8517.34363849888
8.5,0.7089,1,2,0,15.575154845815433,11.04122727019856,8528.384865769078
18.5,2.8355,1,6,0,15.523863077005524,44.01791375484917,8572.402779523927
18.5,1.7722,1,7,0,15.523863077005524,27.51139014506919,8599.914169668997
7.5,1.7722,1,2,0,15.29757120848393,27.11035569567522,8627.024525364672
10.5,3.8988,1,1,0,15.2188041288373,59.335073537510866,8686.359598902183
10.5,1.4177,1,4,0,15.2188041288373,21.57569861345264,8707.935297515636
6.5,0.3544,1,2,0,15.034335065740544,5.3281683472984485,8713.263465862934
8.5,2.1266,1,3,0,15.029462375006169,31.961654686688117,8745.225120549621
5.5,0.3544,1,2,0,14.78473521180904,5.239710159065123,8750.464830708686
17.5,1.7722,1,6,0,14.76484802696829,26.166263673393203,8776.631094382079
17.5,2.8355,1,7,0,14.76484802696829,41.86572658046859,8818.496820962548
9.5,1.7722,1,1,0,14.584857230491897,25.84728398387774,8844.344104946425
9.5,3.1899,1,4,0,14.584857230491897,46.52423607954611,8890.868341025971
16.5,5.3165,1,6,0,14.038947706670793,74.63806548251527,8965.506406508486
16.5,2.481,1,7,0,14.038947706670793,34.830629260250234,9000.337035768736
8.5,5.671,1,1,0,13.974633186154536,79.25014479868238,9079.587180567418
8.5,4.2532,1,4,0,13.974633186154536,59.43690986735247,9139.02409043477
7.5,3.5443,1,3,0,13.702613669056724,48.566173627237745,9187.590264062008
7.5,3.5443,1,1,0,13.387404710172373,47.448978514263935,9235.039242576271
7.5,6.3798,1,4,0,13.387404710172373,85.4089645699577,9320.448207146228
15.5,7.0887,1,6,0,13.344981930253928,94.59857340899102,9415.04678055522
15.5,1.0633,1,7,0,13.344981930253928,14.189719286439,9429.23649984166
6.5,6.3798,1,1,0,12.82245378286656,81.80469064393209,9511.041190485592
6.5,8.152,1,4,0,12.82245378286656,104.5286432379282,9615.56983372352
14.5,5.671,1,6,0,12.681787508965483,71.91841696334326,9687.488250686863
14.5,2.481,1,7,0,12.681787508965483,31.463514809743362,9718.951765496608
6.5,3.1899,1,3,0,12.4066798492454,39.5760680511079,9758.527833547716
5.5,6.7343,1,1,0,12.27907271579335,82.69095938996715,9841.218792937683
5.5,10.633,1,4,0,12.27907271579335,130.56338018703067,9971.782173124713
13.5,2.3420742069994103,1,6,0,12.048220671640722,28.217826875286846,10000
13.5,0,1,6,0,12.048220671640722,0,10000
13.5,4.7466257930005895,2,6,0,12.048220671640722,57.18839499977274,10057.188394999772
13.5,2.481,2,7,0,12.048220671640722,29.89163548634063,10087.080030486113
12.5,6.0254,2,6,0,11.443159162021578,68.94961121484482,10156.029641700958
12.5,1.4177,2,7,0,11.443159162021578,16.22296674399799,10172.252608444956
5.5,3.8988,2,3,0,11.14147964884505,43.43840085491708,10215.691009299873
11.5,4.6076,2,6,0,10.86550403444964,50.06389638913016,10265.754905689004
11.5,1.4177,2,7,0,10.86550403444964,15.404025069639253,10281.158930758644
10.5,14.8862,2,6,0,10.314181169397255,153.5389637238814,10434.697894482526
10.5,4.2532,2,7,0,10.314181169397255,43.8682753496804,10478.566169832206
9.5,14.1774,2,6,0,9.788142530006757,138.7704119049178,10617.336581737123
9.5,2.481,2,7,0,9.788142530006757,24.284381616946764,10641.62096335407
8.5,16.304,2,6,0,9.286367180328334,151.40493050807314,10793.025893862143
8.5,3.8988,2,7,0,9.286367180328334,36.205688362664105,10829.231582224807
7.5,11.6963,2,6,0,8.807862085316783,103.0193973084907,10932.250979533299
7.5,3.1899,2,7,0,8.807862085316783,28.09619926595201,10960.347178799251
6.5,14.1774,2,6,0,8.351662711897365,118.40486293165371,11078.752041730904
6.5,6.3798,2,7,0,8.351662711897365,53.28193776936281,11132.033979500267
5.5,17.7217,2,6,0,7.916833449569739,140.29974734324003,11272.333726843508
5.5,10.633,2,7,0,7.916833449569739,84.17969006927503,11356.513416912783
90.77545327282003,0.31483087250631436,1,2,5,173.5957539789841,54.65330268859506,54.65330268859506
88.77545327282003,0.31483087250631436,1,2,5,167.71935657557154,52.80323136688484,107.45653405547989
92.32155650803503,0.34337617798133957,1,3,5,165.31725343171655,56.766006637755325,164.2225406932352
83.77545327282003,0.31483087250631436,1,2,5,152.18336830672382,47.91202262495565,212.13456331819086
82.77545327282003,0.31483087250631436,1,2,5,148.96171350969377,46.897746234292526,259.0323095524834
86.53995577975678,0.32379658826538793,1,4,5,143.70330232550253,46.53063901546731,305.56294856795074
80.77545327282003,0.9445814524152484,1,2,5,142.4387505529451,134.54500187751415,440.1079504454649
74.32155650803503,0.34337617798133957,1,3,5,140.43319171537163,48.22141263294503,488.3293630784099
78.83495390093549,0.29903888672636303,1,5,5,136.03837708205012,40.68076483467745,529.0101279130873
78.77545327282003,0.6297505799089341,1,2,5,135.84140335361707,85.54620253758378,614.5563304506711
71.32155650803503,0.34337617798133957,1,3,5,135.3203426040501,46.46578204650415,661.0221124971753
77.77545327282003,0.6297505799089341,1,2,5,132.52718771350476,83.45907331627978,744.4811858134551
68.32155650803503,0.34337617798133957,1,3,5,129.94993819015312,44.62171310464609,789.1028989181012
76.77545327282003,0.31483087250631436,1,2,5,129.20934049820923,40.67908940501667,829.781988323118
75.77545327282003,0.6297505799089341,1,2,5,125.8929445283254,79.2811548231562,909.0631431462741
74.83495390093549,0.29903888672636303,1,5,5,122.77973916848681,36.715916513497525,945.7790596597716
74.77545327282003,0.31483087250631436,1,2,5,122.58307373982852,38.592936060016086,984.3719957197877
72.75315740271122,0.3402774460286178,1,7,5,120.10455850604407,40.86887242483138,1025.240868144619
73.77545327282003,0.6297505799089341,1,2,5,119.28476219303182,75.1196481653611,1100.36051630998
72.77545327282003,1.2594123249215627,1,2,5,116.00297359811735,146.09557467701964,1246.4560909869997
71.01929623896045,0.3103434360749212,1,6,5,115.68145425602097,35.900980003957365,1282.357070990957
71.83495390093549,0.29903888672636303,1,5,5,112.93588290226901,33.772220694553425,1316.1292916855105
71.77545327282003,1.2594123249215627,1,2,5,112.74257174698535,141.98938440150692,1458.1186760870173
69.75315740271122,0.3402774460286178,1,7,5,112.40974373092696,38.25050050549126,1496.3691765925087
68.75315740271122,0.3402774460286178,1,7,5,109.80585742506331,37.36445672358308,1533.7336333160918
70.83495390093549,0.29903888672636303,1,5,5,109.69991925989636,32.804541729451316,1566.538175045543
70.77545327282003,1.2594123249215627,1,2,5,109.50829222121892,137.9160929045152,1704.4542679500582
67.75315740271122,0.3402774460286178,1,7,5,107.18819126797186,36.47372396909246,1740.9279919191506
69.77545327282003,0.31483087250631436,1,2,5,106.30471571818015,33.46800640109036,1774.395998320241
68.77545327282003,0.31483087250631436,1,2,5,103.13624330256032,32.47047346596859,1806.8664717862096
54.32155650803503,0.34337617798133957,1,3,5,102.10115367114688,35.05910391508383,1841.9255757012934
65.75315740271122,0.3402774460286178,1,7,5,101.92573482559757,34.68302873104449,1876.6086044323379
66.36938459519591,0.30214543480732864,1,1,5,101.5653365299415,30.687502767191834,1907.2961071995296
67.83495390093549,0.29903888672636303,1,5,5,100.19208860789529,29.961330636094125,1937.2574378356237
67.77545327282003,0.6297505799089341,1,2,5,100.0070738502221,62.979512752172965,2000.2369505877966
63.75315740271122,0.3402774460286178,1,7,5,96.65124921605197,32.888240238713614,2033.1251908265103
63.3693845951959,0.30214543480732864,1,1,5,94.82856314702502,28.652017444212095,2061.7772082707224
65.83495390093549,0.5981621523711025,1,5,5,94.06174523377396,56.264175984816525,2118.041384255539
65.77545327282003,0.31483087250631436,1,2,5,93.88231013042446,29.557049611269928,2147.598433866809
62.53995577975679,0.32379658826538793,1,4,5,92.97133779638688,30.10380198493898,2177.702235851748
64.77545327282003,1.8891629048304968,1,2,5,90.89393445551983,171.71344924746262,2349.4156850992104
61.3693845951959,0.30214543480732864,1,1,5,90.35853145377101,27.301417774651323,2376.7171028738617
48.32155650803503,0.34337617798133957,1,3,5,89.27693019890529,30.655571073606932,2407.3726739474687
60.3693845951959,0.30214543480732864,1,1,5,88.13652677930672,26.630049206141393,2434.00272315361
63.834953900935496,0.5981621523711025,1,5,5,88.13232884473491,52.717423515244434,2486.7201466688543
63.77545327282004,0.6297505799089341,1,2,5,87.95927202965026,55.392402569039945,2542.112549237894
47.32155650803503,0.34337617798133957,1,3,5,87.12127223550588,29.915369481099805,2572.027918718994
59.3693845951959,0.30214543480732864,1,1,5,85.92608796363929,25.96217520906656,2597.9900939280606
62.834953900935496,0.8972010390974655,1,5,5,85.25087078604781,76.48716985320587,2674.4772637812666
62.77545327282004,1.5743320323241825,1,2,5,85.08126196982583,133.9461560696621,2808.423419850929
58.3693845951959,0.6043761250985193,1,1,5,83.72932895443283,50.604007390579376,2859.027427241508
58.75315740271122,0.3402774460286178,1,7,5,83.60255557646168,28.448064093023962,2887.4754913345323
45.32155650803503,0.6868492454034187,1,3,5,82.80789991105581,56.87654356735051,2944.3520349018827
61.77545327282004,0.9445814524152484,1,2,5,82.26256090298284,77.70368925713736,3022.05572415902
