Tree_ID,DBH20,Height20,xxx,DBH24,Height24,Species
P81.B67.0,43.1,29.799999239999998,NA,44.1,NA,Que_rob
P81.B68.0,5,6.699999809,NA,6.1,NA,Til_cor
P81.B69.0,6,16.200000760000002,NA,6.9,NA,Til_cor
P81.B70.0,5,6.099999905,NA,6.5,NA,Til_pla
P81.B71.0,36.5,31.299999239999998,NA,31.2,NA,Que_rob
P81.B72.0,8.1,9.199999809,NA,9.3,NA,Til_cor
P81.B73.0,5.1,5.699999809,NA,6.1,NA,Til_cor
P81.B74.0,7.4,8.300000191,NA,9,NA,Til_cor
P81.B75.0,7.6,8.899999619,NA,9.2,NA,Til_cor
P81.B76.0,24.8,27.89999962,NA,24.5,NA,Que_rob
P81.B77.0,8.1,9.100000381,NA,9.2,NA,Ulm_min
P81.B78.0,8.9,11.19999981,NA,11.2,NA,Til_cor
P81.B79.0,5,5.300000191,NA,5,NA,Til_cor
P81.B80.0,6.8,7.300000191,NA,8.1,NA,Til_cor
P81.B81.0,50.2,32.90000153,NA,51.5,NA,Que_rob
P81.B82.0,7.8,10.100000380000001,NA,8.8,NA,Til_cor
P81.B83.0,5.2,7.599999905,NA,6.5,NA,Til_pla
P81.B84.0,8.4,6.5,NA,9.1,NA,Til_cor
P81.B85.0,7.5,9.899999619,NA,8.8,NA,Til_cor
P81.B86.0,12.6,11.600000380000001,NA,15.2,NA,Til_cor
P81.B87.0,6.6,10.19999981,NA,7,NA,Til_pla
P81.B88.0,5.7,5.699999809,NA,6.3,NA,Til_cor
P81.B89.0,6.8,7.300000191,NA,6.5,NA,Til_cor
P81.B90.0,8.4,9.699999809,NA,9.8,NA,Til_cor
P81.B91.0,6.5,3.700000048,NA,6.3,NA,Til_cor
P81.B92.0,7.1,8.5,NA,8.8,NA,Til_cor
P81.B93.0,10.7,10.100000380000001,NA,12.5,NA,Ulm_spe
P81.B94.0,70,33.79999924,NA,70.6,NA,Que_rob
P81.B95.0,5.6,7.199999809,NA,7.6,NA,Til_cor
P81.B96.0,14.9,12.69999981,NA,18,NA,Til_cor
P81.B97.0,5.5,8.800000191,NA,6.5,NA,Ulm_spe
P81.B98.0,5.6,9.100000381,NA,6.9,NA,Ulm_spe
P81.B99.0,6.1,8.399999619,NA,8.2,NA,Car_bet
P81.B100.0,9.1,2.0999999049999998,NA,8.9,NA,Til_pla
P81.B101.0,5,4.699999809,NA,6.4,NA,Car_bet
P81.B102.0,11.4,11.80000019,NA,14.2,NA,Til_cor
P81.B103.0,11.3,12,NA,13.5,NA,Til_cor
P81.B104.0,5,7.300000191,NA,6.1,NA,Car_bet
P81.B105.0,11,10.30000019,NA,11.6,NA,Ulm_spe
P81.B106.0,21.5,18.299999239999998,NA,21.5,NA,Car_bet
P81.B107.0,27,22.89999962,NA,26.9,NA,Car_bet
P81.B108.0,38.4,25.200000760000002,NA,38.5,NA,Car_bet
P81.B109.0,29.7,23.299999239999998,NA,30.3,NA,Car_bet
P81.B110.0,27.8,24.89999962,NA,28.2,NA,Car_bet
P81.B111.0,34.3,25.299999239999998,NA,35.5,NA,Car_bet
P81.B112.0,28.2,16.299999239999998,NA,28.7,NA,Car_bet
P81.B113.0,39.8,29.10000038,NA,41,NA,Que_rob
P81.B114.0,27.2,25.39999962,NA,27.5,NA,Que_rob
P81.B115.0,31.7,25.799999239999998,NA,32.3,NA,Que_rob
P81.B116.0,41.2,28.89999962,NA,42.6,NA,Que_rob
P81.B117.0,44.5,31.200000760000002,NA,45.9,NA,Que_rob
P81.B118.0,10.6,10.5,NA,13.1,NA,Ace_neg
P81.B119.0,5,8.800000191,NA,5.5,NA,Fra_exc
P81.B120.0,6.3,9.399999619,NA,9.3,NA,Ulm_min
P81.B121.0,6.3,7.5,NA,7.1,NA,Cor_san
P81.B122.0,37.5,29.5,NA,39.1,NA,Que_rob
P81.B123.0,12.2,11.899999619999999,NA,13.5,NA,Til_pla
P81.B124.0,6.7,8.300000191,NA,7.3,NA,Ulm_spe
P81.B125.0,6.3,6.599999905,NA,8.1,NA,Car_bet
P81.B126.0,37.7,29.10000038,NA,40.6,NA,Que_rob
P81.B127.0,8.9,6.300000191,NA,10.5,NA,Ulm_min
P81.B128.0,16.8,12.69999981,NA,20.3,NA,Til_pla
P81.B129.0,40.9,24.10000038,NA,0,NA,Que_rob
P81.B130.0,10,10.19999981,NA,13.1,NA,Til_pla
P81.B131.1,7.7,6.599999905,NA,9.4,NA,Til_cor
P81.B131.2,6.8,6.5,NA,9.4,NA,Til_cor
P81.B132.0,36.7,21.60000038,NA,37.6,NA,Que_rob
P81.B133.0,10.6,6.599999905,NA,10.6,NA,Til_cor
P81.B134.0,6.1,7.199999809,NA,7.5,NA,Til_cor
P81.B135.0,8.8,9.899999619,NA,11.3,NA,Til_cor
P81.B136.0,8.2,9.600000381,NA,11.4,NA,Til_cor
P81.B137.0,24.7,24.200000760000002,NA,25.3,NA,Que_rob
P81.B138.0,12.5,10.600000380000001,NA,17.5,NA,Ulm_spe
P81.B139.0,31.1,26.200000760000002,NA,31.8,NA,Que_rob
P81.B140.0,11.1,13,NA,12.5,NA,Til_pla
P81.B141.0,5.2,4.800000191,NA,6.4,NA,Til_cor
P81.B142.0,7.4,11.19999981,NA,7.4,NA,Ace_pse
P81.B143.0,45.3,30.799999239999998,NA,47.7,NA,Que_rob
P81.B144.0,13.2,13.5,NA,19,NA,Ace_neg
P81.B145.1,5.8,6.699999809,NA,8.1,NA,Til_pla
P81.B145.2,5.5,5.900000095,NA,8.2,NA,Til_pla
P81.B146.0,28.1,23.799999239999998,NA,30.7,NA,Que_rob
P81.B147.0,6.5,3.299999952,NA,8.9,NA,Til_cor
P81.B148.0,44.5,25.39999962,NA,45.8,NA,Car_bet
P81.B149.0,6.6,8.399999619,NA,7.2,NA,Ace_pse
P81.B150.0,46.4,28.200000760000002,NA,48.4,NA,Que_rob
P81.B151.0,6.4,7.300000191,NA,7.9,NA,Til_cor
P81.B152.0,46,31.60000038,NA,48.2,NA,Que_rob
P81.B153.0,33.2,28.89999962,NA,33.9,NA,Que_rob
P81.B154.0,9.4,11,NA,0,NA,Til_cor
P81.B155.0,8.8,10.399999619999999,NA,12.2,NA,Til_cor
P81.B156.0,9.1,10.399999619999999,NA,9.7,NA,Ace_pse
P81.B157.0,16.6,14,NA,0,NA,Ulm_spe
P81.B158.0,11,10.5,NA,0,NA,Ulm_spe
P81.B159.0,5.2,6.900000095,NA,7.2,NA,Ulm_spe
P81.B160.0,29.7,25.89999962,NA,31.5,NA,Que_rob
P81.B161.0,7,8,NA,7.3,NA,Cor_san
P81.B162.0,7.3,7.699999809,NA,9,NA,Til_cor
P81.B163.0,6.7,9.600000381,NA,8.1,NA,Car_bet
P81.B5.1,0,NA,NA,6.3,4.1,Car_bet
P81.B31.0,0,NA,NA,7.9,8.3,Ulm_min
P81.B34.1,0,NA,NA,5.1,5.2,Ulm_min
P81.B37.0,0,NA,NA,28.9,17.4,Ulm_min
P81.B147.1,0,NA,NA,6.7,5.3,Til_cor
P81.B164.0,0,NA,NA,5.2,3.5,Til_cor
P81.B165.0,0,NA,NA,7,9.9,Til_cor
P81.B166.0,0,NA,NA,6.4,9.7,Car_bet
P81.B167.0,0,NA,NA,6.5,9.4,Car_bet
P81.B168.0,0,NA,NA,5.2,7.4,Ace_pse
P81.B169.0,0,NA,NA,5.9,6.9,Ulm_spe
P81.B169.1,0,NA,NA,5.8,5.1,Til_cor
P81.B171.0,0,NA,NA,8,10,Ulm_min
P81.B172.0,0,NA,NA,5.4,6.2,Ulm_min
P81.B173.0,0,NA,NA,6.3,8,Ulm_min
P81.B174.0,0,NA,NA,6.5,7.1,Ulm_min
P81.B175.0,0,NA,NA,8.6,9.8,Ulm_min
P81.B175.1,0,NA,NA,6.4,8.3,Ulm_min
P81.B176.0,0,NA,NA,5.4,6,Fag_syl
P81.B177.0,0,NA,NA,6.8,7.8,Til_cor
P81.B178.0,0,NA,NA,6.5,7.2,Til_cor
P81.B179.0,0,NA,NA,7.1,6.5,Til_cor
P81.B180.0,0,NA,NA,5.7,9.5,Til_cor
P81.B181.0,0,NA,NA,6.5,7.5,Car_bet
P81.B182.0,0,NA,NA,7.2,6.3,Til_cor
P81.B183.0,0,NA,NA,5.6,5.2,Til_cor
P81.B184.0,0,NA,NA,6.5,7.7,Ulm_spe
P81.B185.0,0,NA,NA,5.5,7.5,Til_pla
P81.B186.0,0,NA,NA,5.8,6.9,Car_bet
P81.B187.0,0,NA,NA,5.5,7.3,Ulm_min
P81.B188.0,0,NA,NA,7.3,6.9,Til_cor
